fourth world,2.01204819277108
shoegaze,31.2478257344582
welsh rock,14.198799699925
disco,211.220994492564
rumba,6.02312215985031
chicago soul,48.506454332389
deep freestyle,2.01041666666667
alternative rock,49.3338683194929
pop rap,27.1956944863922
reggae fusion,19.3680555555556
experimental rock,14.0989852649166
thrash metal,28.2507476581389
new wave,631.764762564613
deep disco,1.01204819277108
lo fi,10.0783087283087
operatic pop,21.5840867992767
drum and bass,28.2051282051282
traditional blues,3.01136363636364
nu gaze,6.06055856553147
italian hip hop,2.0126582278481
black thrash,3.02
stoner rock,3.04082039028276
rap metal,8.02328414782727
traditional folk,27.1251179349453
classic funk rock,190.222125208971
deep southern soul,1.01052631578947
new jack smooth,1.01369863013699
east coast hip hop,41.3452072274269
intelligent dance music,44.460599540237
sleaze rock,51.4459016629679
rockabilly,107.791720787246
bubblegum pop,41.4858882644534
christmas,100.821625880017
funk,190.280271358953
soft rock,495.764842226647
post punk,62.5169521744027
garage rock,1.01030927835052
new age,24.154976337686
pop christmas,364.887077654207
pop rock,64.7836368401247
nwobhm,18.8777817531306
trip hop,8.05499852187009
neo progressive,20.1653838990702
jazz christmas,52.3172452357438
roots rock,134.609249595592
ragtime,1.01010101010101
christian christmas,4.01818181818182
samba,1.01030927835052
quiet storm,398.34851896853
twee pop,26.1752139701525
turntablism,14.1064605101742
g funk,10.0587353253538
mpb,1.01030927835052
jazz blues,3.01136363636364
exotica,3.01098901098901
freestyle,191.208138123463
texas blues,9.05624780624781
chicago blues,3.01136363636364
soul christmas,345.810789807031
lilith,38.1967849825268
hollywood,15.0616776865024
british blues,47.4821290978251
new orleans blues,6.02127659574468
ethereal wave,9.08346581875994
punk,12.0917222161639
blues,3.01136363636364
dixieland,1.01010101010101
soul jazz,2.01234567901235
post disco soul,2.01666666666667
pub rock,26.2230742724244
underground hip hop,27.2073588380212
boston rock,6.04694989106753
new romantic,744.141773764862
scottish rock,58.3359983553093
indie rock,17.1535731761931
vocal house,55.5534767094571
breakbeat,35.2499226453656
rap rock,34.1914562251768
canterbury scene,3.02662570404506
symphonic rock,38.5324304468913
industrial metal,10.0729282555983
ska,3.02202056866303
deep funk,2.01234567901235
northern soul,3.02272143774069
british invasion,64.7213318664847
folk pop,118.736455747505
neo psychedelic,59.333836266725
bubblegum dance,10.1046077210461
jazz,1.01010101010101
swing,3.02229613205223
piano rock,41.3553193766401
speed garage,29.1940144478844
psychedelic blues rock,2.02702702702703
chill lounge,5.0625
french rock,11.0774193548387
australian dance,115.692799264228
flamenco,6.02312215985031
cowpunk,11.0384828892372
chicago house,166.028656587682
hard rock,286.525943164068
opera,3.0126582278481
teen pop,21.3846153846154
metal,93.5288423333612
deep house,80.4470487942801
hi nrg,570.497724820431
jangle pop,69.2816871667789
hardcore punk,2.01204819277108
classic belgian pop,10.0123456790123
british folk,1.01
swedish hard rock,2.01176470588235
urban contemporary,308.302438099421
hard glam,18.1551648003566
steampunk,3.0125
tribal house,3.01612903225806
smooth jazz,6.03772625407745
gangster rap,28.1974795576142
anti folk,6.03079838900734
roots reggae,16.0847580645161
uk hip hop,2.01111111111111
pop,140.259290226681
singer songwriter,220.129314863772
old school hip hop,156.10423333574
britpop,188.014759518667
album rock,434.223026504705
big band,1.01010101010101
indie christmas,38.4475521951203
spanish indie pop,1.01351351351351
danish pop,2.01149425287356
classic french pop,3.01818181818182
eurodance,61.3421439529302
big beat,61.5678754090837
rock,480.584829964565
portland indie,3.01282051282051
shibuya kei,3.03202928391672
memphis soul,6.03680594478294
illbient,5.0341561423651
miami bass,4.02330623306233
classic rock,143.112691648454
heavy christmas,113.953017332159
europop,424.079730668895
dark wave,12.1120372473314
c86,26.2064797732411
alternative country,6.01149425287356
celtic christmas,19.1272919173923
detroit techno,79.4304329235933
progressive rock,60.5162707329915
alternative pop,14.0880296595667
dancehall,16.0847580645161
show tunes,36.6478121402839
worship,4.01818181818182
nu skool breaks,3.01639344262295
folk rock,158.150043398685
boy band,169.139802192024
barbershop,3.02298850574713
a cappella,1.01176470588235
southern soul blues,5.03842390486226
blues rock,77.6568019940664
motown,162.098697725446
j dance,1.01075268817204
industrial rock,14.1085974475175
electro,86.57892329587
power pop,26.1142609503834
disco house,9.05831283628528
juggalo,10.0587353253538
folk,33.1366121878188
glam rock,253.135924755976
new orleans jazz,1.01010101010101
ska revival,2.01149425287356
vocal jazz,45.2910311622962
indonesian pop,3.02441520467836
industrial,16.1199610838811
electro industrial,1.01010101010101
r b,60.6859826348669
bossa nova,1.01030927835052
melancholia,73.1822542651284
chill out,18.2661096329812
neo soul,32.3217811447671
belgian rock,10.0123456790123
classical,2.01136363636364
corrosion,14.1227899355034
irish folk,15.1029016734899
german metal,1.01351351351351
rap,88.6620744692876
folk punk,2.01136363636364
world,6.02312215985031
new wave pop,1509.48243358137
rock and roll,135.20281531269
memphis blues,3.01136363636364
nu jazz,8.05499852187009
dream pop,63.5142116395886
ninja,8.05499852187009
new beat,1.01010101010101
crossover thrash,6.04272727272727
southern soul,32.6893395223165
neo mellow,3.01639344262295
techno,89.6415440347044
hip hop,71.5367660168978
ebm,1.01010101010101
gamelan,1.01162790697674
protopunk,57.355344363447
australian alternative rock,28.5730276891567
synthpop,487.390539732138
latin,30.6494565217391
perth indie,2.01111111111111
psychedelic rock,17.1354443104861
jungle,28.2051282051282
surf music,2.01282051282051
experimental,19.141837362902
dance pop,353.123846367581
new jack swing,228.317969249304
downtempo,8.05499852187009
celtic rock,43.3032226368934
merseybeat,7.06071819257474
brazilian pop music,1.01030927835052
madchester,358.309928638617
