soft rock,17508.8937657335
mellow gold,16530.3707850894
soul,12216.9408854161
motown,11039.984721972
quiet storm,10174.4587103257
classic funk rock,10010.7554590349
folk rock,9969.10954584787
funk,9700.4567638465
rock,9273.70924536768
disco,9240.08415759508
album rock,9174.60466934028
funk rock,8567.02620179266
soul christmas,7826.24653422498
singer songwriter,7819.54070235159
classic rock,7679.38843234325
country rock,7231.58540113304
southern soul,7002.35159869825
chicago soul,6651.33247823159
bubblegum pop,5690.26085340168
roots rock,5582.33762709544
memphis soul,5326.83104139153
soul blues,5080.00317494001
traditional folk,5050.85227222357
folk christmas,4898.55190828536
folk pop,4623.6864044948
adult standards,4427.35329655457
southern rock,4351.66298915373
glam rock,4336.33344893987
blues rock,4324.57973429797
folk,3691.61243041101
hi nrg,3473.34442184879
christmas,3349.26631000348
brill building pop,3216.31201114915
post disco,2939.07048420369
country christmas,2766.08646846128
hard rock,2762.08425007613
nashville sound,2738.36499392927
british invasion,2382.77017642795
traditional country,2265.21089904729
british blues,2209.46153016116
country gospel,2142.79032023139
pop christmas,1962.10067077937
psychedelic rock,1949.90996860789
country,1723.44338992989
rock and roll,1590.70651175381
progressive rock,1575.09737000259
new wave pop,1547.69415060095
art rock,1442.40991781371
symphonic rock,1418.31972491274
jazz blues,1391.246523384
jazz christmas,1372.99404562851
merseybeat,1333.22887220883
cowboy western,1190.25394397073
rockabilly,1058.83757715658
outlaw country,1041.82345210362
lounge,1009.39272909476
northern soul,1006.99211402836
heavy christmas,1002.99713074425
protopunk,992.400086403996
beach music,902.201658542963
electric blues,881.394809089211
piano rock,868.35332335526
western swing,808.935983797972
urban contemporary,650.331066017663
modern blues,647.54892589587
easy listening,624.000086334501
permanent wave,619.862162089358
jazz funk,578.370627111172
deep funk,560.619723554269
vocal jazz,486.08725334105
pub rock,473.083057059807
p funk,467.187983448172
honky tonk,452.593704140319
deep disco,410.353388776252
texas blues,409.421960462291
contemporary country,405.87587453295
power pop,403.224926269276
europop,383.56783546933
boy band,382.229689904912
metal,362.122638906711
canadian country,332.907869880628
bow pop,325.756522492803
australian dance,317.927517786918
blues,314.138766663474
traditional blues,289.029493147473
country blues,290.013200093094
doo wop,289.428299064041
dance pop,285.203482763971
chicago blues,280.954008366215
australian country,276.19505025445
jangle pop,263.674659820467
memphis blues,263.124126038461
british folk,259.694147903541
dance rock,257.384564003544
smooth jazz,250.297653084748
southern soul blues,242.424131397462
jazz fusion,242.552325026142
comic,233.233311700113
new wave,210.980741113541
soul jazz,209.73492491603
new romantic,208.012899852532
new orleans blues,196.647922411007
swedish pop,196.579648645487
space rock,191.540359495636
deep adult standards,184.61577530818
glam metal,180.022276996494
texas country,175.633677419668
deep soft rock,171.787398734583
jump blues,171.575259588486
new jack swing,169.659308191893
country dawn,154.400672372536
piano blues,150.619786646074
dark black metal,144.235864279361
pop rock,137.206176686367
zolo,129.650762833394
pop,128.32738115883
jam band,122.357941404737
canterbury scene,120.283917665015
deep melodic house,119.876762768965
swamp pop,120.112700155072
melancholia,117.014018725248
classic garage rock,113.733374953217
comedy,106.135852647469
cabaret,106.752592381862
exotica,104.504781981474
deep southern soul,101.342293114894
surf music,93.9966268208525
acoustic blues,92.0756265269506
soundtrack,91.3512556576197
louisiana blues,88.4375626511996
traditional rock  n roll,89.4292502598746
swamp blues,84.4368456377166
underground power pop,81.0249062499516
jazz,79.2218419640159
bebop,74.2155895956945
cool jazz,74.2155895956945
swing,69.6076820972916
michigan indie,67.138649682795
hollywood,65.7653486485628
lilith,62.241534040672
post disco soul,58.3356996606996
progressive bluegrass,57.028325847191
freakbeat,56.5391607676016
bluegrass,57.028325847191
experimental rock,53.2331812328778
candy pop,53.4537037037037
delta blues,51.2422931936172
cowpunk,49.9759593280283
neo soul,49.1219077502713
italian disco,49.2878028404344
j pop,48.2857371337761
psychedelic blues rock,47.9166407964795
j rap,48.2857371337761
japanese r b,48.2857371337761
piedmont blues,43.8555555555556
funk metal,44.2055740641484
movie tunes,42.7064159146301
boogie woogie,40.2709858182913
chaotic hardcore,41.1843683989116
ragga jungle,39.5850246779824
christian christmas,34.1087673293942
rock steady,33.0955390812424
latin jazz,33.1098901098901
punk,32.0969253256075
punk christmas,32.0969253256075
zouk,31.0956703982335
deep northern soul,31.0768689448267
eurodance,30.1120852187029
synthpop,31.0759185015269
french rock,28.75
deep motown,28.4951079622132
canadian metal,29.0740931345277
alternative rock,27.0743311036789
post punk,27.0743311036789
roots reggae,27.1184805045703
girl group,27.0967880869019
melodic hard rock,28.0591005967605
reggae,27.1184805045703
thrash metal,24.0648183964466
rva indie,24.1221590909091
doom metal,24.0648183964466
chanson,24.0916949312229
australian pop,25.0873961526501
show tunes,24.0526556776557
contemporary post bop,24.0577900781389
eurobeat,23.1948356807512
speed metal,24.0648183964466
uk post punk,23.0787878787878
canadian indie,21.0871296578333
kraut rock,22.0659143841233
schlager,22.0714995034757
norwegian rock,21.0625
big band,20.0595373146423
stoner rock,18.0712484237074
classic soundtrack,18.0948191593353
gospel,19.0368454009758
new age,17.3928571428571
dutch pop,18.0756613756614
bass trip,18.0645161290323
freestyle,16.1428571428571
jazz orchestra,17.0479094076655
german techno,17.0549253731343
barbershop,17.0625
electro,17.0549253731343
british indie rock,17.0579018540266
electronic,17.0549253731343
lithumania,15.1111111111111
french pop,14.0744535519126
swedish hard rock,15.0565476190476
hard bop,16.0450916654405
nursery,16.4444444444444
children s christmas,16.4444444444444
nwothm,15.0565476190476
contemporary folk,16.0494850498338
gospel reggae,14.0488028061613
german ccm,14.0488028061613
experimental,15.046350129199
native american,13.0569280343717
alternative country,12.0952380952381
a cappella,12.0909090909091
vintage swoon,13.0757907104387
neo progressive,11.0291708291708
afrobeat,9.05714285714286
deep contemporary country,10.037221217601
praise,10.0144927536232
ska,10.625
spanish new wave,9.07142857142857
sludge metal,9.04081632653061
makossa,9.05714285714286
deep pop punk,10.0322580645161
spanish pop,9.07142857142857
deathgrind,9.04081632653061
country road,9.05405405405405
spanish invasion,10.0350877192982
ska punk,10.625
punk ska,10.625
modern country rock,9.05405405405405
cantautor,9.07142857142857
world,9.05714285714286
grindcore,9.04081632653061
rock en espanol,9.07142857142857
reggae fusion,8.04255319148936
romanian rock,8.01694915254237
dancehall,8.04255319148936
crust punk,7.05022908535551
anarcho punk,7.05022908535551
lovers rock,8.04255319148936
modern southern rock,8.02116461366181
dub,8.04255319148936
britpop,7.01666666666667
tropical,6.03436962134252
worship,5.03448275862069
latin,6.03436962134252
madchester,7.01666666666667
latin christmas,6.03436962134252
albuquerque indie,5.01388888888889
vocal house,5.03076923076923
mod revival,5.02985074626866
acid jazz,6.01136363636364
hip house,5.03076923076923
dansband,6.01612903225806
traditional rockabilly,4.01176470588235
deep free jazz,3.02186571598336
neo rockabilly,4.01098901098901
classic italian pop,4.01136363636364
indie christmas,4.01176470588235
power metal,3.02325581395349
italian pop,4.01136363636364
screamo,4.01162790697674
screamo punk,4.01086956521739
psychobilly,3.02247191011236
german metal,3.02325581395349
gamecore,4.01388888888889
progressive metal,3.02325581395349
orchestral,4.01111111111111
harmonica blues,3.02222222222222
chamber pop,4.01176470588235
russian punk,2.02105263157895
traditional soul,1.01
