"blues.rock","hollywood","deep.opera","idol","nueva.cancion","western.swing","basque.rock","vintage.schlager","hard.bop","soul","hard.rock","early.music","columbus.ohio.indie","sertanejo.universitario","vintage.country.folk","dancehall","ambient","chanson.quebecois","techno","deep.downtempo.fusion","jazz.funk","latin.christmas","boogie.woogie","ye.ye","african.percussion","danish.jazz","german.show.tunes","tzadik","avant.garde.jazz","british.folk","celtic.christmas","contemporary.classical","salsa.international","jazz.bass","shanty","chinese.traditional","free.improvisation","teen.pop","dallas.indie","punk.christmas","enka","memphis.blues","french.folk","hurban","native.american","jazz.trio","drone","swedish.jazz","garage.rock","composition.d","hard.stoner.rock","poetry","soft.rock","britpop","jig.and.reel","jazz.fusion","sertanejo.tradicional","traditional.rock..n.roll","traditional.british.folk","classical.period","nashville.sound","irish.rock","orquesta.tropical","accordion","saxophone","tin.pan.alley","southern.soul.blues","british.blues","deep.acoustic.pop","mizrahi","swamp.blues","permanent.wave","deep.vocal.jazz","outer.hip.hop","grupera","pakistani.pop","rumba","clarinet","regional.mexican","christmas","hauntology","demoscene","mariachi","classical.flute","mambo","texas.country","qawwali","rock.steady","album.rock","cowboy.western","roots.reggae","deep.alternative.r.b","oratory","rai","samba","karneval","new.americana","show.tunes","neo.rockabilly","appalachian.folk","kabarett","dance.pop","dub","traditional.folk","cool.jazz","acoustic.blues","traditional.country","deep.motown","folk.christmas","salsa","gamelan","boogaloo","jump.blues","classical.organ","stride","harp","deep.nordic.folk","minimal","ukulele","polka","throat.singing","heavy.christmas","jazz.brass","australian.country","string.quartet","a.cappella","gospel.blues","arab.pop","brass.ensemble","underground.hip.hop","irish.folk","piano.blues","vintage.gospel","rock","armenian.folk","turkish.classical","country.blues","mexican.rock.and.roll","deep.free.jazz","opera","drama","marching.band","college.marching.band","klezmer","welsh.rock","norteno","military.band","canzone.napoletana","deep.italo.disco","country.road","brass.band","classic.chinese.pop","northern.soul","easy.listening","electro.swing","operatic.pop","texas.blues","wind.ensemble","soul.blues","canadian.country","serialism","children.s.music","arab.folk","soda.pop","southern.soul","vintage.jazz","classical.guitar","deep.adult.standards","roots.rock","german.oi","south.african.jazz","gospel","detroit.techno","merseybeat","deep.orchestral","laboratorio","vaporwave","dixieland","pipe.band","college.a.cappella","string.folk","new.wave","modern.classical","french.pop","classical.christmas","nz.indie","highlife","norwegian.hip.hop","dutch.pop","soul.jazz","sertanejo","protopunk","louisiana.blues","experimental","breaks","italian.pop","chanson","cante.flamenco","rebetiko","chicago.blues","traditional.irish.folk","classic.rock","gypsy.jazz","new.orleans.jazz","deep.soundtrack","japanoise","new.age","punjabi","post.punk","spanish.pop","norwegian.rock","boy.band","bebop","rockabilly","punk","smooth.jazz","classic.soundtrack","contemporary.folk","deep.delta.blues","tropical","musique.concrete","motown","retro.metal","kiwi.rock","pop","spanish.invasion","musica.para.ninos","zim","indie.fuzzpop","adult.standards","deep.talent.show","swamp.pop","deep.cello","concert.piano","choro","classical.piano","avant.garde","classic.swedish.pop","country.gospel","outlaw.country","mexican.traditional","deep.smooth.jazz","british.invasion","traditional.scottish.folk","modern.blues","banda","metal.guitar","pagode","jam.band","jazz","power.blues.rock","broadway","deep.baroque","bubblegum.pop","kwaito","classic.funk.rock","orquesta.tipica","rva.indie","classical.performance","australian.alternative.rock","hawaiian","comedy","funk","vintage.tango","tejano","violin","lds","bluegrass","cajun","memphis.soul","bass.trip","musique.pour.enfants","zydeco","world.christmas","comedy.rock","soundtrack","contemporary.post.bop","dark.cabaret","folklore.argentino","bmore","bolero","c.pop","modern.performance","post.hardcore","italian.folk","traditional.swing","ranchera","choral","benga","jazz.orchestra","romanian.rock","vintage.western","funk.rock","bouncy.house","mpb","spanish.classical","punk.blues","vintage.swing","celtic","deep.german.indie","mexican.son","british.dance.band","old.time","alternative.metalcore","country.christmas","contemporary.country","ragtime","latin.jazz","andean","alternative.country","quiet.storm","brazilian.composition","new.jack.smooth","rhythm.and.boogie","musiikkia.lapsille","jazz.blues","contemporary.jazz","french.movie.tunes","hardcore.punk","delta.blues","turntablism","calypso","lounge","fado","bossa.nova.jazz","cowpunk","traditional.funk","skiffle","blues.rock.guitar","quebecois","new.orleans.blues","traditional.blues","jug.band","reading","belly.dance","noise.punk","liedermacher","piedmont.blues","light.music","deep.melodic.hard.rock","deep.jazz.guitar","classic.belgian.pop","iskelma","indian.pop","vintage.swedish.pop","bangla","folk","entehno","harmonica.blues","bossa.nova","romantic","southern.gospel","australian.indie","string.band","big.band","geek.rock","vintage.chanson","praise","dansktop","vintage.rockabilly","german.punk","doo.wop","deep.northern.soul","tibetan","brazilian.pop.music","classic.schlager","deep.soft.rock","judaica","reggae","classic.finnish.pop","guidance","comic","carnatic","brill.building.pop","chicago.soul","australian.pop","afrobeat","mellow.gold","alternative.r.b","glam.rock","forro","cuban.rumba","underground.power.pop","children.s.christmas","portuguese.rock","barbershop","industrial","brega","jazz.christmas","movie.tunes","free.jazz","tango","exotica","acousmatic","blues","progressive.bluegrass","rock.and.roll","madchester","cabaret","classic.italian.pop","classical","vocal.jazz","christian.christmas","schlager","flamenco","velha.guarda","honky.tonk","outsider","country","hindustani.classical","uplifting.trance","e6fi","deep.jazz.piano","electric.blues","math.rock","folk.rock","world","deep.brazilian.pop","vintage.swoon","classic.afrobeat","timba","country.rock","indian.classical","soul.christmas","swing","orchestral","filmi"
7,12,33,1,2,74,1,14,63,7,1,1,1,1,40,1,1,1,1,1,10,13,61,2,1,1,3,3,13,3,2,8,1,2,5,1,2,1,1,1,2,93,1,1,4,1,16,2,1,28,1,7,2,2,3,7,2,1,7,2,53,1,1,6,1,74,1,7,1,1,41,2,3,1,8,3,2,2,3,121,2,1,13,1,45,2,3,1,3,83,1,2,5,3,21,2,2,23,2,43,1,1,1,21,86,81,55,5,17,14,1,15,89,4,100,1,2,28,2,3,1,2,11,3,3,3,5,5,2,2,3,102,14,5,1,2,53,1,11,27,9,3,3,4,1,5,3,5,1,1,4,3,2,69,7,9,47,6,49,4,31,2,6,2,8,21,3,47,1,1,4,4,1,2,7,8,1,20,1,1,1,2,61,1,51,1,3,1,3,39,1,1,51,5,1,1,20,7,6,72,2,6,14,88,2,1,1,1,1,2,1,1,79,5,1,4,5,1,12,2,18,4,1,1,1,1,2,1,1,100,1,4,3,8,26,39,60,1,54,13,9,2,3,3,10,3,1,3,1,79,2,2,1,1,2,2,11,1,36,1,5,1,2,21,6,11,1,24,12,5,1,1,9,20,1,14,54,1,2,2,29,2,2,1,1,5,14,1,2,6,1,42,2,1,7,1,1,24,1,1,5,43,24,2,33,1,59,34,1,2,1,13,1,1,1,104,1,1,1,86,2,17,78,5,2,2,2,4,4,1,39,87,6,2,2,1,1,71,19,1,12,1,1,10,3,1,12,4,35,9,47,7,1,5,122,1,30,6,1,2,1,13,1,1,7,14,2,3,1,2,1,5,4,7,4,2,1,2,5,2,4,38,1,7,1,2,1,1,150,9,10,26,24,29,77,13,10,2,107,1,53,73,11,1,5,48,22,4,2,5,1,1,4,31,1,1,1,4,1,1,6,2,7,9,134,45,14
