"avant.garde.jazz","british.dance.band","wind.ensemble","accordion","christian.christmas","deep.delta.blues","louisiana.blues","brazilian.pop.music","deep.baroque","classical.guitar","deep.italo.disco","irish.rock","jump.blues","operatic.pop","swamp.pop","ambient.fusion","soul.jazz","new.wave","punk.blues","cabaret","rumba","opera","mbalax","minimal.techno","symphonic.rock","honky.tonk","romantic","breaks","folk","ranchera","british.invasion","andean","spanish.classical","hardcore.punk","progressive.bluegrass","garage.rock","cuban.rumba","qawwali","album.rock","hauntology","indie.folk","australian.country","armenian.folk","mpb","country.gospel","traditional.folk","avant.garde","detroit.techno","metal.guitar","boogie.woogie","e6fi","blues.rock","oratory","dixieland","vintage.swoon","country.christmas","comic","highlife","deep.brazilian.pop","samba","tejano","minimal","memphis.soul","dutch.pop","acoustic.blues","jazz.brass","marching.band","deep.orchestral","broadway","sertanejo.tradicional","traditional.swing","rai","dark.cabaret","romanian.rock","funk.rock","thrash.metal","soul","carnatic","jazz","texas.country","salsa","deep.smooth.jazz","traditional.blues","italian.folk","contemporary.jazz","appalachian.folk","swing","forro","neo.rockabilly","classic.rock","fado","pakistani.pop","columbus.ohio.indie","electro.swing","tropical","underground.power.pop","deep.adult.standards","nueva.cancion","classic.afrobeat","c.pop","classical.organ","ye.ye","choro","kiwi.rock","calypso","heavy.christmas","shanty","velha.guarda","klezmer","folk.rock","british.folk","orchestral","deep.free.jazz","ragtime","microhouse","judaica","new.orleans.jazz","folkmusik","bossa.nova","vocal.jazz","mexican.rock.and.roll","pop.christmas","post.punk","arab.pop","free.jazz","gypsy.jazz","ambient","country.blues","traditional.irish.folk","soft.rock","experimental","southern.gospel","bolero","japanoise","deep.vocal.jazz","classical.piano","soundtrack","chicago.blues","banda","pop","jazz.orchestra","zydeco","harmonica.blues","salsa.international","spytrack","modern.blues","folk.christmas","delta.blues","rock","jazz.blues","karneval","canadian.country","protopunk","motivation","northern.soul","mande.pop","surf.music","college.a.cappella","new.orleans.blues","benga","chanson","classic.chinese.pop","texas.blues","outlaw.country","soukous","punk","mexican.traditional","latin.christmas","musiikkia.lapsille","drone","mambo","blues","lounge","jazz.fusion","southern.soul","nz.indie","latin.jazz","deep.ragga","country.rock","brass.band","christmas","jazz.funk","orquesta.tipica","boogaloo","soul.christmas","bmore","regional.mexican","vintage.country.folk","laboratorio","vintage.gospel","pop.rock","movie.tunes","tzadik","progressive.rock","military.band","nashville.sound","industrial","axe","jig.and.reel","brill.building.pop","alternative.country","metal","retro.metal","classic.psychedelic.rock","traditional.british.folk","madchester","indie.fuzzpop","world","punjabi","serialism","swiss.rock","big.band","classical","pipe.band","soul.blues","classical.christmas","techno","violin","swamp.blues","british.blues","norteno","acousmatic","deep.alternative.r.b","permanent.wave","vintage.swing","southern.soul.blues","timba","sertanejo","electric.blues","deep.opera","contemporary.classical","filmi","polka","bubblegum.pop","tin.pan.alley","a.cappella","vintage.tango","rebetiko","chicago.soul","slovak.hip.hop","native.american","praise","cowpunk","smooth.jazz","funk","pagode","mellow.gold","entehno","schlager","deep.southern.soul","blues.rock.guitar","world.christmas","sertanejo.universitario","quebecois","cowboy.western","baroque","hard.house","deep.acoustic.pop","comedy","deep.talent.show","saxophone","bangla","gamelan","deep.german.indie","chanson.quebecois","old.time","traditional.scottish.folk","alternative.metalcore","hollywood","contemporary.post.bop","rock.gaucho","jug.band","vintage.swedish.pop","classical.flute","neo.honky.tonk","classic.funk.rock","south.african.jazz","grupera","classic.soundtrack","basque.rock","vintage.chanson","belly.dance","crossover.thrash","doo.wop","britpop","memphis.blues","string.band","turkish.classical","classic.swedish.pop","flamenco","canzone.napoletana","alternative.r.b","bluegrass","children.s.christmas","tango","punk.christmas","vintage.jazz","hard.bop","classic.finnish.pop","french.folk.pop","traditional.country","mexican.son","cajun","french.pop","west.african.jazz","gospel.blues","arab.folk","stride","light.music","harp","bebop","adult.standards","chinese.traditional","gospel","groove.metal","hiplife","western.swing","lds","outsider","indian.classical","celtic","singer.songwriter","rock.and.roll","classical.period","jazz.bass","vintage.schlager","merseybeat","exotica","piedmont.blues","brazilian.hip.hop","hawaiian","easy.listening","german.show.tunes","speed.metal","clarinet","classical.performance","neo.mellow","hindustani.classical","welsh.rock","iskelma","drama","jazz.christmas","concert.piano","reading","celtic.christmas","deep.jazz.piano","show.tunes","brazilian.composition","musique.concrete","poetry","afrobeat","indian.pop","deep.jazz.guitar","new.americana","rockabilly","mariachi","deep.soundtrack","early.music","kabarett","vintage.western","boy.band","cool.jazz","college.marching.band","uplifting.trance","classic.schlager","traditional.funk","hard.stoner.rock","ukulele","deep.cello","modern.classical","classic.italian.pop","shimmer.pop","cante.flamenco","vaporwave","piano.blues","irish.folk","christian.punk","rhythm.and.boogie","composition.d","maghreb","motown","modern.performance","folklore.argentino"
2,55,3,4,7,45,27,7,1,4,1,1,25,3,2,1,6,3,1,68,2,13,1,1,1,12,52,2,5,7,1,1,3,1,4,1,19,1,1,2,1,3,1,7,30,10,49,1,1,40,1,4,7,34,3,15,3,3,2,13,3,18,1,3,89,2,3,5,2,1,3,2,1,1,1,1,1,1,28,2,6,1,87,1,1,55,128,4,1,2,1,1,1,4,1,1,15,2,1,1,2,1,22,1,12,1,2,33,6,1,1,39,6,65,1,1,101,1,6,39,1,2,1,4,2,14,1,47,1,1,4,4,13,1,2,33,14,47,1,1,4,6,16,1,1,4,9,87,4,50,1,2,1,1,1,1,1,1,9,1,12,3,34,6,1,1,7,3,1,9,23,62,47,1,3,1,11,1,1,3,74,2,11,5,3,2,2,79,7,30,2,2,3,1,3,29,1,1,2,1,1,1,1,1,5,3,1,1,1,21,1,103,53,1,15,38,1,9,18,2,2,17,1,3,24,2,6,1,14,26,4,3,3,1,85,2,17,4,2,1,3,1,1,3,1,1,1,1,1,3,1,11,1,1,46,1,1,1,1,1,1,1,1,1,1,21,2,1,8,11,1,35,7,1,1,1,2,5,4,1,36,1,1,2,3,80,7,2,1,4,2,3,10,3,21,1,52,13,2,1,29,3,10,1,1,4,5,92,8,2,27,52,1,2,1,1,42,1,4,3,1,1,2,3,1,17,1,16,84,1,3,39,2,1,3,28,2,2,1,1,6,88,7,3,1,2,17,13,9,8,2,2,2,1,1,7,3,1,1,32,1,29,1,1,15,2,1,3,1,50,1,1,5,1,76,1,1,1,26,1,1,1,2
