"classical.period","traditional.british.folk","classical","japanoise","jazz.fusion","contemporary.classical","cabaret","dancehall","cyber.metal","big.band","deep.jazz.guitar","vintage.jazz","folk.christmas","delta.blues","classical.piano","canzone.napoletana","hard.bop","adult.standards","industrial","orchestral","jazz","poetry","melodic.death.metal","vintage.tango","christian.christmas","show.tunes","orquesta.tipica","ranchera","classic.schlager","jazz.funk","highlife","wind.ensemble","military.band","shanty","harp","tin.pan.alley","clarinet","rebetiko","jazz.christmas","lds","deep.orchestral","grupera","baroque","hollywood","appalachian.folk","galego","singer.songwriter","swiss.rock","contemporary.post.bop","composition.d","traditional.scottish.folk","lounge","dixieland","drone","folk","jazz.blues","violin","acousmatic","indie.emo.rock","romantic","soul.jazz","avant.garde","operatic.pop","regional.mexican","drama","afrobeat","roots.reggae","memphis.soul","classical.organ","southern.soul","soul","brazilian.composition","classical.performance","light.music","latin.christmas","irish.folk","piedmont.blues","soul.blues","chicago.blues","deep.baroque","tango","classical.christmas","piano.blues","cool.jazz","bebop","ragtime","celtic.christmas","new.orleans.jazz","vocal.jazz","judaica","old.time","maghreb","vintage.western","chanson","contemporary.country","minimal","modern.country.rock","reggae","cowboy.western","romanian.rock","laboratorio","marching.band","vintage.country.folk","musique.concrete","arab.folk","vintage.schlager","blues","choro","concert.piano","christmas","classic.afrobeat","easy.listening","opera","mariachi","modern.classical","bolero","stride","deep.opera","memphis.blues","pop.rock","accordion","serialism","klezmer","pop.christmas","british.dance.band","oratory","tzadik","polka","norteno","deep.southern.soul","deep.free.jazz","turkish.classical","classical.guitar","texas.blues","jug.band","swing","country.road","vintage.chanson","reading","calypso","neo.mellow","melodic.metalcore","acoustic.blues","vintage.gospel","traditional.blues","velha.guarda","armenian.folk","country.blues","traditional.folk"
3,3,50,1,1,1,7,1,1,7,1,2,2,7,10,1,1,2,1,16,1,2,1,2,1,2,2,1,1,1,1,2,4,3,1,25,1,1,3,1,3,1,2,1,5,1,1,1,1,19,1,1,9,2,1,2,2,6,1,54,1,30,2,1,1,1,1,1,2,1,1,5,10,3,1,1,8,1,4,1,2,30,4,1,1,25,1,11,1,1,3,1,2,1,1,8,1,1,1,1,1,2,6,2,1,1,6,4,1,5,1,2,6,1,31,1,9,17,7,1,1,10,3,1,3,2,1,1,1,1,1,2,2,3,2,10,1,4,3,2,1,1,8,1,7,1,2,4,2
