"tango","welsh.rock","classical.performance","breaks","rumba","boogie.woogie","pop.rap","thrash.metal","new.wave","hard.house","uplifting.trance","vintage.swing","operatic.pop","swiss.rock","old.time","mambo","traditional.blues","gospel.blues","classical.organ","acoustic.blues","piano.blues","afrobeat","clarinet","traditional.folk","deep.southern.soul","romanian.rock","deep.contemporary.country","deep.orchestral","minimal","vintage.jazz","avant.garde","progressive.bluegrass","christmas","soft.rock","garage.rock","indie.r.b","pop.rock","mariachi","western.swing","pop.christmas","choro","avant.garde.jazz","vintage.gospel","jazz.christmas","drama","bolero","vaporwave","ragtime","christian.christmas","violin","samba","mpb","comedy.rock","jazz.blues","tzadik","exotica","ranchera","brass.band","texas.blues","chicago.blues","orquesta.tipica","hollywood","deep.free.jazz","jazz.orchestra","timba","new.orleans.blues","hawaiian","chanson.quebecois","blues","soul.jazz","marching.band","dixieland","turkish.classical","salsa","piedmont.blues","deep.soundtrack","comedy","vintage.chanson","maghreb","southern.hip.hop","vocal.house","deep.brazilian.pop","country.gospel","judaica","galego","gypsy.jazz","deep.jazz.guitar","hip.pop","louisiana.blues","musique.concrete","baroque","drone","deep.adult.standards","jazz","classical.guitar","harp","swing","german.show.tunes","deep.talent.show","saxophone","composition.d","classic.swedish.pop","string.band","flamenco","chicago.house","traditional.scottish.folk","opera","metal","texas.country","vintage.country.folk","classical.piano","lds","urban.contemporary","smooth.jazz","hard.bop","classic.soundtrack","roots.reggae","highlife","melbourne.bounce","singer.songwriter","pop","college.marching.band","cowboy.western","rock.gaucho","early.music","britpop","album.rock","big.band","contemporary.classical","brazilian.hip.hop","deep.delta.blues","danish.pop","classic.french.pop","chanson","arab.pop","electro.swing","acousmatic","classical.period","spanish.classical","mexican.traditional","rock","memphis.soul","military.band","klezmer","shanty","classic.rock","nueva.cancion","traditional.swing","bow.pop","gospel","detroit.techno","celtic.christmas","indie.fuzzpop","dancehall","show.tunes","cajun","traditional.country","traditional.british.folk","barbershop","modern.classical","carnatic","blues.rock","a.cappella","classic.afrobeat","concert.piano","disco.house","folk","jig.and.reel","grupera","deep.jazz.piano","outlaw.country","fingerstyle","new.orleans.jazz","polka","boogaloo","vocal.jazz","indie.emo.rock","industrial","nashville.sound","folkmusik","wind.ensemble","rebetiko","r.b","bossa.nova","swamp.blues","neo.soul","e6fi","tin.pan.alley","appalachian.folk","classical","swamp.pop","irish.folk","christian.punk","tejano","traditional.funk","country.christmas","indian.classical","rock.and.roll","ukulele","vintage.tango","contemporary.post.bop","honky.tonk","memphis.blues","canzone.napoletana","british.dance.band","crossover.thrash","southern.soul","neo.mellow","techno","accordion","new.americana","southern.gospel","reading","light.music","movie.tunes","romantic","experimental","dance.pop","vintage.schlager","outsider","quebecois","norteno","brazilian.pop.music","madchester","permanent.wave","cante.flamenco","brazilian.composition","velha.guarda","lounge","delta.blues","latin.christmas","armenian.folk","country.blues","dark.cabaret","bmore","japanoise","poetry","irish.rock","deep.opera","deep.german.indie","deep.vocal.jazz","mellow.gold","world.christmas","adult.standards","comic","deep.baroque","south.african.jazz","stride","axe","soundtrack","girl.group","calypso","zydeco","classical.flute","bluegrass","electric.blues","orchestral","jug.band","alternative.r.b","easy.listening","soul","cabaret","kabarett","speed.metal","harmonica.blues","soul.blues","house","free.jazz","classic.schlager","cuban.rumba","arab.folk","oratory","regional.mexican","latin.jazz","spytrack","vintage.western","punk.blues","classical.christmas","groove.metal","fado","laboratorio","reggae","jazz.fusion","bebop","folk.christmas","jazz.funk","jump.blues","acid.house","serialism","cool.jazz"
15,1,18,2,2,25,1,1,1,1,1,15,3,1,16,9,57,1,2,60,43,1,3,7,1,1,1,4,9,59,42,2,30,1,1,1,2,2,9,3,9,1,27,41,4,4,1,59,3,7,2,1,1,21,3,1,2,2,18,25,8,4,2,1,4,4,5,1,35,1,3,54,2,2,56,1,1,14,1,1,2,1,10,1,1,4,1,1,13,5,1,3,1,15,3,1,74,1,1,1,28,1,9,2,2,1,10,1,1,78,21,1,1,2,3,1,1,1,1,1,1,1,14,2,1,1,1,55,3,2,41,1,1,4,1,1,9,2,2,2,2,1,2,6,1,1,1,1,1,2,1,2,1,1,8,10,9,3,1,43,1,1,1,1,4,2,3,1,1,2,1,1,85,1,2,16,1,2,10,1,2,2,1,1,6,1,1,75,53,55,1,1,1,1,1,4,1,1,2,12,5,3,50,1,25,1,1,2,1,2,1,1,2,4,1,57,1,1,7,1,1,1,1,1,1,3,8,8,13,58,3,1,29,1,2,2,7,1,21,1,1,1,2,17,1,1,1,59,2,5,1,5,4,1,2,3,26,36,1,8,1,35,1,1,9,3,2,1,6,8,2,2,1,3,1,7,1,37,1,1,1,1,1,10,5,1,6,2,14,12
