"Artist","sum"
"Bros",95.4621212121212
"Kylie Minogue",81.092365967366
"Salt-N-Pepa",68.7018020134195
"Belinda Carlisle",59.2512394947426
"Tiffany",58.6573565323565
"Phil Collins",49.9578477078477
"Rick Astley",45.9325396825397
"Wet Wet Wet",44.980303030303
"Debbie Gibson",44.5523417606337
"Pet Shop Boys",41.6428571428571
"Climie Fisher",38.934632034632
"Heart",38.8216005700526
"Bananarama",38.6036231884058
"Deacon Blue",37.5176179508678
"Brother Beyond",35.7559523809524
"Whitney Houston",35.6
"T'Pau",35.5553830227743
"Michael Jackson",35.4892857142857
"Taylor Dayne",35.3288774233896
"Aztec Camera",34.2809160731741
"Fairground Attraction",33.9144322344322
"S-Express",33.2598290598291
"INXS",32.3718826563507
"Kim Wilde",32.2761253083834
"Erasure",32.0984848484848
"Iron Maiden",31.95
"The Pasadenas",31.6058844381425
"Status Quo",30.4291021671827
"Sinitta",29.9454545454545
"Gloria Estefan & Miami Sound Machine",29.8474747474747
"Transvision Vamp",29.5902022097144
"Matt Bianco",29.2
"Hazell Dean",29.1597402597403
"Aswad",28.2718614718615
"George Michael",28.2055305805306
"Womack & Womack",27.4037990196078
"Jermaine Stewart",26.7361736624032
"Alexander O'Neal",26.2685846560847
"Yazz & The Plastic Population",26
"Breathe",25.8708333333333
"Natalie Cole",25.7634920634921
"Glenn Medeiros",25.6391941391941
"Eighth Wonder",25.5428571428571
"Sabrina",25.2780952380952
"Billy Ocean",25.1754774435187
"Voice Of The Beehive",25.1466834241028
"New Order",23.969696969697
"Danny Wilson",23.90093708166
"Enya",23.8961538461538
"The Hollies",23.4712121212121
"Fleetwood Mac",23.3154882154882
"The Christians",23.0535714285714
"Elton John",23.0074529074529
"Mica Paris",22.9995004995005
"Cliff Richard",22.5294117647059
"All About Eve",22.4481191222571
"Prefab Sprout",22.335150960151
"U2",22.1944444444444
"Robert Palmer",21.7293625914316
"Billy Bragg With Cara Tivey",21.3636363636364
"The Primitives",21.2677777777778
"Johnny Hates Jazz",21.156798245614
"Will Downing",21.1474934801507
"Was (Not Was)",21.0852716934806
"A-Ha",20.6642424242424
"Tracy Chapman",20.555736337088
"Joyce Sims",20.5296218487395
"Robin Beck",19.8461538461538
"Eddy Grant",19.6666264818164
"Mac Band ft The McCampbell Brothers",19.5826923076923
"Tanita Tikaram",19.1454545454545
"The Proclaimers",19.1311723506845
"Eurythmics",19.125351782364
"Morrissey",18.9777777777778
"Yello",18.8867965367965
"Krush",18.6666666666667
"Angry Anderson",18.6153846153846
"Bobby McFerrin",18.2490118577075
"Cher",18.2212765957447
"Guns N' Roses",18.2083333333333
"Everything But The Girl",18.135938697318
"Glen Goldsmith",17.1273349937733
"Adventures",17.1093126385809
"Jack 'N' Chill",17.0995670995671
"Prince",16.8884099616858
"Desireless",16.7185618729097
"Bill Withers",16.7066395663957
"Maxi Priest",16.6619883040936
"Fat Boys with Chubby Checker",16.5454545454545
"B.V.S.M.P.",16.5
"Milli Vanilli",16.4102564102564
"Inner City ft Kevin Saunderson vocals by Paris",16.2678571428571
"Bangles",16.1194805194805
"Royal House",16.0837742504409
"Pebbles",16.0579004329004
"Chris De Burgh",16
"Dollar",15.9782803403493
"Morris Minor & The Majors",15.8968899521531
"Yazz",15.8333333333333
"UB40 With Chrissie Hynde",15.7121212121212
"Bomb The Bass",15.5555555555556
"Jason Donovan",15.5333333333333
"Derek B",15.2053571428571
"Bryan Ferry",15.1193514842125
"Luther Vandross",15.106433888692
"Shakin' Stevens",15.1032163950758
"The Communards",15.0857142857143
"Pat Benatar",15.0764411027569
"D Mob ft Gary Haisman",14.8333333333333
"Terence Trent D'arby",14.5
"The Timelords",14.4444444444444
"Vanessa Paradis",14.3333333333333
"Taja Sevelle",14.2709174065106
"Hothouse Flowers",14.2136731193335
"Rose Royce",14.2
"Eric B. & Rakim",14.1569235625839
"Nat 'King' Cole",14.1190476190476
"The Pogues",14.1180779017321
"Bon Jovi",14.1042780748663
"Jane Wiedlin",14.0989583333333
"Julia Fordham",14.0723693776354
"Keith Sweat",14.066847438276
"Cheap Trick",14.038961038961
"Julio Iglesias ft Stevie Wonder",13.9272727272727
"The Beatmasters ft The Cookie Crew",13.9272727272727
"Coldcut ft Yazz & The Plastic Population",13.6111111111111
"Wee Papa Girl Rappers",13.6111111111111
"Michael Jackson With The Jackson 5",13.5694444444444
"Four Tops",13.2
"Def Leppard",13.1409090909091
"Chris Rea",13.1294134015121
"Five Star",13.12727112703
"Ziggy Marley & The Melody Makers",13.0692640692641
"Traveling Wilburys",13.047619047619
"Icehouse",13.045183714002
"Bomb The Bass ft Lorraine [McIntosh]",12.6666666666667
"Bomb The Bass ft Merlin & Antonia",12.6666666666667
"James Brown",12.1470085470085
"Sisters Of Mercy",12.1400809716599
"Magnum",12.1382575757576
"Narada [Narada Michael Walden]",12.125
"Public Enemy",12.1026785714286
"Billy Idol",12.0927960927961
"Scritti Politti",12.0927960927961
"Brenda Russell ft Joe Esposito",12.0869565217391
"Robbie Robertson",12.0771929824561
"David Lee Roth",12.0771604938272
"Hithouse",12.0714285714286
"Sinéad O'Connor",12.0711692084241
"Sweet Tee",12.0645161290323
"Jolly Roger",12.0434782608696
"Eric Carmen",12.0351429320745
"Petula Clark",12.0090909090909
"AC/DC",11.2121212121212
"The Funky Worm",11.1702395964691
"Bruce Springsteen",11.1394230769231
"The Mission",11.1145833333333
"Sade",11.102562355186
"Bomb The Bass ft Maureen [Walsh]",11.1
"The Commodores",11.0666666666667
"Samantha Fox",11.0635080645161
"Patrick Swayze ft Wendy Fraser",11.0588235294118
"Richard Marx",11.0528205128205
"G.O.S.H.",11.0454545454545
"The Stranglers",10.1428571428571
"Simon Harris",10.109649122807
"Siouxsie & The Banshees",10.1096175166297
"Harry Enfield",10.1071428571429
"Mick & Pat",10.1051948051948
"Big Country",10.0837765957447
"Jellybean",10.0833333333333
"Jellybean ft Adele Bertei",10.0769230769231
"The Beatmasters With PP Arnold",10.0714285714286
"Marc Almond",10.0634615384615
"George Harrison",10.0581818181818
"The Art Of Noise ft Tom Jones",10.0571428571429
"The Sugarcubes",10.052849601379
"Londonbeat",10.0526315789474
"Donny Osmond",10.0487684729064
"John Lennon",10.0444444444444
"Steven Dante",10.0425696594427
"R.E.M.",10.0396078431373
"L.A. Mix",10.0238095238095
"Liverpool FC",9.66666666666667
"Level 42",9.11458333333333
"Wee Papa Girl Rappers ft Two Men & A Drum Machine",9.09523809523809
"Rod Stewart",9.06516290726817
"The Wonder Stuff",9.06214470284238
"Black",9.05646221496895
"UB40",9.05144855144855
"Randy Travis",9.04918414918415
"Hue & Cry",9.0450861195542
"The Icicle Works",9.04074534515155
"The Beach Boys",9.04
"The Lilac Time",9.03495435990033
"Mory Kante",9.03448275862069
"Reggae Philharmonic Orchestra",9.02857142857143
"Damian",9.01960784313725
"Sugar Bear",9.01298701298701
"Smith & Mighty Featuring Jackie Jackson",9.0125
"Mel & Kim",8.52857142857143
"Spagna",8.08695652173913
"Eddie Cochran",8.08142857142857
"Ofra Haza",8.06666666666667
"Afrika Bambaataa & Family ft UB40",8.05882352941176
"Humanoid",8.05882352941176
"Midge Ure",8.05677179962894
"The Clash",8.05622188905547
"Two Men, A Drum Machine & A Trumpet",8.05555555555556
"Robert Plant",8.05495517791343
"Europe",8.04103967168263
"Spear Of Destiny",8.04059829059829
"Annie Lennox & Al Green",8.03571428571429
"Huey Lewis & The News",8.03273809523809
"Loose Ends",8.03204819277108
"The Darling Buds",8.03162790697674
"Tongue 'N' Cheek",8.02993616552939
"Ten City",8.025
"Alexander O'Neal ft Cherelle",7.07692307692308
"Van Halen",7.07142857142857
"Depeche Mode",7.06428571428571
"Barbra Streisand & Don Johnson",7.0625
"The Fall",7.06246973365617
"The Silencers",7.05707636252647
"LL Cool J",7.05405405405405
"Boy George",7.05033955857385
"Lloyd Cole & The Commotions",7.0492072170585
"Coldcut ft Junior Reid & The Ahead Of Our Time Orchestra",7.04761904761905
"Christians",7.04
"Blue Mercedes",7.0392829900839
"Basia",7.03722677595628
"Al B. Sure!",7.03701298701299
"Steve Earle",7.03555555555556
"Midnight Oil",7.03553921568627
"Tony Terry",7.03336557059961
"Dee Lewis",7.03180291153415
"Bobby Brown",7.02380952380952
"Babakoto",7.01315789473684
"John McLean",7.01315789473684
"Mac Thornhill",7.01219512195122
"The Righteous Brothers",7.01149425287356
"Comic Relief presents Mel & Kim",7.01010101010101
"Whitesnake",6.11111111111111
"Motley Crue",6.0819397993311
"Sting",6.05881756958102
"Julian Cope",6.05714285714286
"Joan Jett & The Blackhearts",6.04347826086957
"Rob Base & D.J. E-Z Rock",6.04166666666667
"Bill Medley",6.04
"Kid 'N' Play",6.03901515151515
"Run DMC",6.03865493400377
"Boney M",6.03846153846154
"Gladys Knight & The Pips",6.03615520282187
"The Screaming Blue Messiahs",6.03571428571429
"Elisa Fiorillo",6.03204819277108
"Steve Winwood",6.03010387958448
"Bourgeois Tagg",6.02857142857143
"Blow",6.02489177489177
"Maxi Priest & Beres Hammond",6.02439024390244
"The Cross",6.02409988385598
"Kevin Rowland",6.02287199480182
"Orchestral Manoeuvres In The Dark",6.02
"Muddy Waters",6.01960784313725
"Baby Ford",6.01724137931035
"Blue Zone",6.0126582278481
"Nitro Deluxe",5.08333333333333
"Star Turn On 45 Pints",5.08333333333333
"Duran Duran",5.07142857142857
"The Style Council",5.06010452961672
"Brass Construction",5.05230496453901
"Nick Kamen",5.05
"A Tribe Of Toffs",5.04761904761905
"Richie Rich Meets Jungle Brothers",5.04545454545455
"Megadeth",5.04396135265701
"Freddie Jackson",5.04224738675958
"Boogie Down Productions",5.03985507246377
"Mica Paris ft Courtney Pine",5.03846153846154
"Paul Hardcastle",5.03738644304682
"Mirage",5.03492537313433
