"Year","CH","10","#","High","Artist"
"1940","30","-","12","1","Glenn Miller & His Orchestra"
"1940","30","-","13","1","Artie Shaw & His Orchestra"
"1940","20","-","12","1","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)"
"1940","20","-","9","1","Bing Crosby"
"1940","19","-","9","1","Glenn Miller & His Orchestra"
"1940","16","-","7","1","Glenn Miller & His Orchestra"
"1940","14","-","4","1","Bing Crosby"
"1940","13","-","3","1","Mitchell Ayres & His Fashions in Music"
"1940","10","-","3","1","Charlie Barnet & His Orchestra"
"1940","14","-","2","1","Jimmy Dorsey & His Orchestra"
"1940","13","-","5","1","Glenn Miller & His Orchestra"
"1940","17","-","6","2","Ink Spots"
"1940","16","-","5","1","Glenn Miller & His Orchestra"
"1940","20","-","1","1","Glenn Miller & His Orchestra"
"1940","13","-","-","3","Bing Crosby"
"1940","16","-","1","1","Tommy Dorsey & His Orchestra"
"1940","14","-","2","2","Kay Kyser & His Orchestra"
"1940","17","-","4","1","Bing Crosby"
"1940","11","-","3","1","Glenn Miller & His Orchestra"
"1940","6","-","2","2","Glenn Miller & His Orchestra"
"1940","22","-","1","2","Will Bradley & His Orchestra"
"1940","13","-","1","1","Glenn Miller & His Orchestra"
"1940","13","-","2","1","Tommy Dorsey & His Orchestra"
"1940","11","-","-","3","Connee Boswell"
"1940","12","-","-","3","Judy Garland"
"1940","15","-","3","1","Ink Spots"
"1940","13","-","-","3","Orrin Tucker & His Orchestra"
"1940","13","-","-","3","Charlie Barnet & His Orchestra"
"1940","10","-","-","3","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","9","-","-","4","Kay Kyser & His Orchestra"
"1940","12","-","-","4","Bing Crosby & Andrews Sisters"
"1940","10","-","-","4","Andrews Sisters"
"1940","14","-","-","4","Ink Spots"
"1940","7","-","-","4","Dick Todd"
"1940","9","-","-","4","Kay Kyser & His Orchestra"
"1940","14","-","-","4","Jimmy Dorsey & His Orchestra"
"1940","7","-","-","5","Guy Lombardo & His Royal Canadians"
"1940","10","-","-","5","Orrin Tucker & His Orchestra"
"1940","11","-","-","5","Glenn Miller & His Orchestra"
"1940","7","-","-","5","Orrin Tucker & His Orchestra"
"1940","12","-","3","1","Vaughn Monroe & His Orchestra"
"1940","11","-","-","5","Glenn Miller & His Orchestra"
"1940","5","-","-","5","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","12","-","-","5","Glenn Miller & His Orchestra"
"1940","11","-","-","5","Kate Smith"
"1940","13","-","-","3","Bob Chester & His Orchestra"
"1940","11","-","-","6","Fats Waller"
"1940","9","-","-","6","Kay Kyser & His Orchestra"
"1940","12","-","-","6","Dick Jurgens & His Orchestra"
"1940","13","-","-","7","Frankie Masters & His Orchestra"
"1940","11","-","2","2","Glenn Miller & His Orchestra"
"1940","14","-","3","2","Bob Crosby & His Orchestra"
"1940","12","-","-","7","Glenn Miller & His Orchestra"
"1940","11","-","-","7","Bob Crosby & His Orchestra"
"1940","8","-","-","4","Sammy Kaye & His Orchestra"
"1940","9","-","-","7","Tommy Dorsey & His Orchestra (Vocal Allan Storr)"
"1940","11","-","-","8","Glenn Miller & His Orchestra"
"1940","12","-","-","6","Andrews Sisters"
"1940","9","-","-","7","Leo Reisman & His Orchestra"
"1940","11","-","1","1","Benny Goodman & His Orchestra (Vocal Mildred Bailey)"
"1940","9","-","-","5","Benny Goodman & His Orchestra (Vocal Helen Forrest)"
"1940","19","-","-","3","Dick Jurgens & His Orchestra"
"1940","12","-","-","8","Dick Jurgens & His Orchestra"
"1940","14","-","3","1","Andrews Sisters"
"1940","7","-","-","8","Glenn Miller & His Orchestra"
"1940","8","-","-","8","Glenn Miller & His Orchestra"
"1940","6","-","-","8","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","2","-","-","8","Jan Savitt & His Orchestra"
"1940","11","-","-","9","Tommy Tucker & His Orchestra"
"1940","12","-","-","9","Guy Lombardo & His Royal Canadians"
"1940","10","-","-","9","Glenn Miller & His Orchestra"
"1940","5","-","-","8","Bob Crosby & His Orchestra"
"1940","10","-","-","9","Glen Gray & Casa Loma Orchestra"
"1940","6","-","-","9","Dick Jurgens & His Orchestra"
"1940","9","-","-","9","Glenn Miller & His Orchestra"
"1940","11","-","-","10","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","4","-","-","14","Blue Barron & His Orchestra"
"1940","7","-","-","10","Bing Crosby"
"1940","13","-","2","2","Tony Martin"
"1940","7","-","-","10","Glenn Miller & His Orchestra"
"1940","6","-","-","10","Will Bradley & His Orchestra"
"1940","7","-","-","10","Erskine Hawkins & His Orchestra"
"1940","10","-","-","10","Ink Spots"
"1940","10","-","-","4","Glenn Miller & His Orchestra"
"1940","8","-","-","10","Glenn Miller & His Orchestra"
"1940","10","-","-","10","Glenn Miller & His Orchestra (Vocal Ray Eberle)"
"1940","12","-","2","2","Glenn Miller & His Orchestra"
"1940","2","-","-","10","Orrin Tucker & His Orchestra"
"1940","4","-","-","11","Kay Kyser & His Orchestra"
"1940","3","-","-","15","Eddy Duchin & His Orchestra"
"1940","1","-","-","11","Charlie Barnet & His Orchestra v Mary Ann McCall"
"1940","1","-","-","11","Sammy Kaye & His Orchestra"
"1940","6","-","-","12","Dick Jurgens & His Orchestra"
"1940","4","-","-","11","Earl Hines & His Orchestra"
"1940","7","-","-","9","Bing Crosby"
"1940","3","-","-","12","Raymond Scott & His Orchestra"
"1940","2","-","-","12","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","9","-","-","12","Frankie Masters & His Orchestra"
"1940","5","-","-","11","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)"
"1940","3","-","-","12","Al Kavelin & His Orchestra"
"1940","2","-","-","11","Kay Kyser & His Orchestra"
"1940","2","-","-","11","Bea Wain"
"1940","n/a","-","-",,"Charlie Barnet & His Orch"
"1940","2","-","-","15","Glenn Miller & His Orchestra"
"1940","3","-","-","14","Charlie Barnet & His Orchestra"
"1940","3","-","-","12","Tommy Dorsey & His Orchestra (Vocal Connie Haines)"
"1940","2","-","-","15","Erskine Hawkins & His Orchestra"
"1940","7","-","-","7","Glenn Miller & His Orchestra"
"1940","1","-","-","17","Eddy Duchin & His Orchestra"
"1940","2","-","-","13","Erskine Hawkins & His Orchestra"
"1940","2","-","-","15","Gene Krupa & His Orchestra"
"1940","1","-","-","14","Tony Martin"
"1940","1","-","-","14","Ozzie Nelson & His Orchestra"
"1940","5","-","-","14","Russ Morgan & His Orchestra"
"1940","2","-","-","12","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","n/a","-","-",,"Dinah Shore"
"1940","2","-","-","18","Charlie Barnet & His Orchestra"
"1940","1","-","-","17","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","2","-","-","12","Ink Spots"
"1940","1","-","-","16","Glenn Miller & His Orchestra"
"1940","2","-","-","17","Glenn Miller & His Orchestra"
"1940","1","-","-","16","Terry Shand & His Orchestra"
"1940","4","-","-","14","Dick Todd"
"1940","6","-","-","18","Shep Fields & His Rippling Rhythm Orchestra"
"1940","2","-","-","17","Dick Jurgens & His Orchestra"
"1940","3","-","-","14","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","2","-","-","16","Ink Spots"
"1940","1","-","-","20","Kenny Baker"
"1940","1","-","-","19","Will Bradley & His Orchestra"
"1940","1","-","-","13","Xavier Cugat & His Waldorf-Astoria Orchestra"
"1940","1","-","-","17","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","1","-","-","15","Eddy Duchin & His Orchestra"
"1940","4","-","-","7","Gray Gordon & His Orchestra"
"1940","4","-","-","10","Tommy Tucker & His Orchestra"
"1940","2","-","-","21","Sammy Kaye & His Orchestra"
"1940","14","-","3","2","Andrews Sisters"
"1940","1","-","-","18","Bobby Byrne & His Orchestra"
"1940","n/a","-","-",,"Bing Crosby"
"1940","1","-","-","22","Eddy Duchin & His Orchestra"
"1940","1","-","-","19","Benny Goodman & His Orchestra"
"1940","1","-","-","19","Sammy Kaye & His Orchestra"
"1940","n/a","-","-",,"Wayne King"
"1940","1","-","-","19","Andy Kirk & His Twelve Clouds of Joy"
"1940","1","-","-","22","Leo Reisman & His Orchestra"
"1940","n/a","-","-",,"Cats & the Fiddle"
"1940","6","-","-","9","Jimmy Dorsey & His Orchestra"
"1940","10","-","-","12","Will Glahe"
"1940","2","-","-","20","Wayne King & His Orchestra"
"1940","1","-","-","24","Jack Leonard"
"1940","1","-","-","18","Artie Shaw & His Orchestra"
"1940","1","-","-","25","Kate Smith"
"1940","n/a","-","-",,"Dick Todd"
"1940","1","-","-","20","Dick Todd"
"1940","12","-","-","3","Bing Crosby"
"1940","9","-","-","6","Benny Goodman & His Orchestra (Vocal Helen Forrest)"
"1940","7","-","-","6","Tommy Dorsey & His Orchestra"
"1940","15","-","-","7","Erskine Hawkins & His Orchestra"
"1940","8","-","-","7","Leo Reisman & His Orchestra"
"1940","6","-","-","7","Kay Kyser & His Orchestra"
"1940","6","-","-","7","Glenn Miller & His Orchestra"
"1940","4","-","-","7","Mitchell Ayres & His Fashions in Music"
"1940","11","-","-","8","Kate Smith"
"1940","10","-","-","8","Glenn Miller & His Orchestra"
"1940","8","-","-","8","Artie Shaw & His Orchestra"
"1940","7","-","-","8","Ambrose & His Orchestra vocal Denny Dennis"
"1940","7","-","-","8","Bing Crosby"
"1940","6","-","-","8","Glenn Miller & His Orchestra"
"1940","5","-","-","8","Orrin Tucker & His Orchestra"
"1940","4","-","-","8","Charlie Barnet & His Orchestra"
"1940","10","-","-","9","Glenn Miller & His Orchestra"
"1940","9","-","-","9","Mitchell Ayres & His Fashions in Music"
"1940","9","-","-","9","Glen Gray & Casa Loma Orchestra"
"1940","8","-","-","9","Glenn Miller & His Orchestra"
"1940","6","-","-","9","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","4","-","-","9","Kay Kyser & His Orchestra"
"1940","6","-","-","10","Cliff Edwards"
"1940","6","-","-","10","Harry James & His Orchestra"
"1940","6","-","-","10","Kay Kyser & His Orchestra"
"1940","4","-","-","10","Bob Crosby & His Orchestra"
"1940","3","-","-","10","Dick Todd"
"1940","2","-","-","10","Dick Jurgens & His Orchestra"
"1940","11","-","-","11","Gray Gordon & His Orchestra"
"1940","10","-","-","11","Bing Crosby"
"1940","9","-","-","11","Andrews Sisters"
"1940","8","-","-","11","Glen Gray & Casa Loma Orchestra"
"1940","7","-","-","11","Abe Lyman & His California Orchestra"
"1940","6","-","-","11","Bob Chester & His Orchestra"
"1940","13","-","-","12","Bing Crosby & Connee Boswell"
"1940","7","-","-","12","Bing Crosby"
"1940","7","-","-","12","Kay Kyser & His Orchestra"
"1940","6","-","-","12","Frankie Masters & His Orchestra"
"1940","6","-","-","12","Dick Robertson & His Orchestra"
"1940","5","-","-","12","Horace Heidt & His Orchestra"
"1940","3","-","-","12","Mitchell Ayres & His Fashions in Music"
"1940","3","-","-","12","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","2","-","-","12","Kay Kyser & His Orchestra"
"1940","1","-","-","12","Bob Crosby & His Orchestra"
"1940","1","-","-","12","Glenn Miller & His Orchestra"
"1940","6","-","-","13","Coleman Hawkins & His Orchestra"
"1940","6","-","-","13","Glenn Miller & His Orchestra"
"1940","6","-","-","13","Rochester"
"1940","5","-","-","13","Tommy Dorsey & His Orchestra (Vocal Pied Pipers)"
"1940","5","-","-","13","Dick Jurgens & His Orchestra"
"1940","5","-","-","13","Abe Lyman & His California Orchestra"
"1940","5","-","-","13","Orrin Tucker & His Orchestra"
"1940","4","-","-","13","Gene Krupa & His Orchestra"
"1940","3","-","-","13","Jimmy Dorsey & His Orchestra"
"1940","3","-","-","13","Guy Lombardo & His Royal Canadians"
"1940","3","-","-","13","Dick Todd"
"1940","2","-","-","13","Tommy Dorsey & His Orchestra"
"1940","2","-","-","13","Benny Goodman & His Orchestra (Vocal Helen Forrest)"
"1940","1","-","-","13","Bing Crosby"
"1940","5","-","-","14","Kate Smith"
"1940","4","-","-","14","Hal Kemp & His Orchestra"
"1940","4","-","-","14","Glenn Miller & His Orchestra"
"1940","4","-","-","14","Jan Savitt & His Orchestra"
"1940","4","-","-","14","Orrin Tucker & His Orchestra"
"1940","3","-","-","14","Mitchell Ayres & His Fashions in Music"
"1940","3","-","-","14","Frankie Masters & His Orchestra"
"1940","1","-","-","14","Charlie Barnet & His Orchestra"
"1940","1","-","-","14","Abe Lyman & His California Orchestra"
"1940","1","-","-","14","Glenn Miller & His Orchestra"
"1940","4","-","-","15","Bing Crosby"
"1940","4","-","-","15","Kay Kyser & His Orchestra"
"1940","3","-","-","15","Eddy Duchin & His Orchestra"
"1940","3","-","-","15","Ella Fitzgerald"
"1940","3","-","-","15","Benny Goodman & His Orchestra (Vocal Mildred Bailey)"
"1940","3","-","-","15","Jan Savitt & His Orchestra"
"1940","3","-","-","15","Orrin Tucker & His Orchestra"
"1940","2","-","-","15","Mitchell Ayres & His Fashions in Music"
"1940","2","-","-","15","Glenn Miller & His Orchestra"
"1940","1","-","-","15","Woody Herman & His Orchestra"
"1940","1","-","-","15","Ted Weems & His Orchestra"
"1940","5","-","-","16","Bing Crosby"
"1940","4","-","-","16","Ozzie Nelson & His Orchestra"
"1940","3","-","-","16","Jimmy Dorsey & His Orchestra"
"1940","3","-","-","16","Ozzie Nelson & His Orchestra"
"1940","2","-","-","16","Charlie Barnet & His Orchestra"
"1940","2","-","-","16","Tommy Dorsey & His Orchestra"
"1940","2","-","-","16","Glenn Miller & His Orchestra"
"1940","2","-","-","16","Dick Todd"
"1940","1","-","-","16","Mitchell Ayres & His Fashions in Music"
"1940","1","-","-","16","Larry Clinton & His Orchestra"
"1940","1","-","-","16","Cliff Edwards"
"1940","1","-","-","16","Frankie Masters & His Orchestra"
"1940","1","-","-","16","Glenn Miller & His Orchestra"
"1940","3","-","-","17","Ella Fitzgerald"
"1940","2","-","-","17","Eddy Duchin & His Orchestra"
"1940","2","-","-","17","Benny Goodman & His Orchestra (Vocal Mildred Bailey)"
"1940","2","-","-","17","Woody Herman & His Orchestra"
"1940","2","-","-","17","Sammy Kaye & His Orchestra"
"1940","2","-","-","17","Kay Kyser & His Orchestra"
"1940","2","-","-","17","Glenn Miller & His Orchestra"
"1940","1","-","-","17","Xavier Cugat & His Waldorf-Astoria Orchestra"
"1940","1","-","-","17","Gray Gordon & His Orchestra"
"1940","1","-","-","17","Ray Herbeck & His Orchestra"
"1940","1","-","-","17","Ink Spots"
"1940","5","-","-","18","Eddy Duchin & His Orchestra"
"1940","2","-","-","18","Mitchell Ayres & His Fashions in Music"
"1940","2","-","-","18","Ella Fitzgerald"
"1940","2","-","-","18","Horace Heidt & His Orchestra"
"1940","2","-","-","18","Glenn Miller & His Orchestra"
"1940","1","-","-","18","Bob Chester & His Orchestra"
"1940","1","-","-","18","Bing Crosby & Johnny Mercer"
"1940","1","-","-","18","Tommy Dorsey & His Orchestra"
"1940","1","-","-","18","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1940","1","-","-","18","Carl Lorch & His Orchestra"
"1940","1","-","-","18","Freddy Martin & His Orchestra"
"1940","2","-","-","19","Xavier Cugat & His Waldorf-Astoria Orchestra"
"1940","1","-","-","19","Shep Fields & His Rippling Rhythm Orchestra"
"1940","1","-","-","19","Benny Goodman & His Orchestra (Vocal Helen Forrest)"
"1940","1","-","-","19","Abe Lyman & His California Orchestra"
"1940","4","-","-","20","Louise Massey & The Westerners"
"1940","3","-","-","20","Harry James & His Orchestra"
"1940","3","-","-","20","Orrin Tucker & His Orchestra"
"1940","2","-","-","20","Gene Autry"
"1940","1","-","-","20","Mitchell Ayres & His Fashions in Music"
"1940","1","-","-","20","Tommy Dorsey & His Orchestra"
"1940","1","-","-","20","Benny Goodman & His Orchestra (Vocal Helen Forrest)"
"1940","1","-","-","20","Benny Goodman Sextet (featuring Count Basie, Piano)"
"1940","1","-","-","20","Glenn Miller & His Orchestra"
"1940","2","-","-","21","Eddy Howard & His Orchestra"
"1940","2","-","-","21","Art Kassel & His Kassels-in-the-Air"
"1940","1","-","-","21","Andrews Sisters"
"1940","2","-","-","22","Will Glahe"
"1940","1","-","-","22","Xavier Cugat & His Waldorf-Astoria Orchestra"
"1940","1","-","-","22","Dick Robertson & His Orchestra"
"1940","2","-","-","23","Ella Fitzgerald"
"1940","1","-","-","23","Cab Calloway & His Orchestra"
"1940","1","-","-","23","Charioteers"
"1940","1","-","-","23","Lil Green & Big Bill Broonzy"
"1940","1","-","-","23","Jesters"
"1940","1","-","-","23","Gene Krupa & His Orchestra"
"1940","1","-","-","23","Glenn Miller & His Orchestra"
"1940","1","-","-","23","Leo Reisman & His Orchestra"
"1940","1","-","-","23","Tommy Tucker & His Orchestra"
"1940","2","-","-","24","Henry King & His Orchestra"
"1940","1","-","-","24","Charlie Barnet & His Orchestra"
"1940","1","-","-","24","Jimmy Dorsey & His Orchestra"
"1940","1","-","-","24","Duke Ellington & His Famous Orchestra"
"1940","1","-","-","24","Benny Goodman & His Orchestra (Vocal Helen Forrest)"
"1940","1","-","-","24","Art Kassel & His Kassels-in-the-Air"
"1940","1","-","-","24","Gene Krupa & His Orchestra"
"1940","1","-","-","24","Kay Kyser & His Orchestra"
"1940","1","-","-","24","Glenn Miller & His Orchestra"
"1940","1","-","-","24","Glenn Miller & His Orchestra"
"1940","1","-","-","24","Dinah Shore & Dick Todd"
"1940","1","-","-","24","Joe Sullivan"
"1940","1","-","-","24","Dick Todd"
"1940","2","-","-","25","Art Kassel & His Kassels-in-the-Air"
"1940","1","-","-","25","Fabian Andre & His Orchestra"
"1940","1","-","-","25","Connee Boswell"
"1940","1","-","-","25","Bing Crosby"
"1940","1","-","-","25","Jimmy Dorsey & His Orchestra"
"1940","1","-","-","25","Eddy Duchin & His Orchestra"
"1940","1","-","-","25","Duke Ellington & His Famous Orchestra"
"1940","1","-","-","25","Gray Gordon & His Orchestra"
"1940","1","-","-","25","Lionel Hampton & His Orchestra"
"1940","1","-","-","25","Tiny Hill & His Orchestra"
"1940","1","-","-","25","Dick Jurgens & His Orchestra"
"1940","1","-","-","25","Frankie Masters & His Orchestra"
"1940","1","-","-","25","Tommy Reynolds & His Orchestra"
"1940","1","-","-","25","Artie Shaw & His Orchestra"
"1940","1","-","-","26","Louis Armstrong & Mills Brothers"
"1940","1","-","-","26","Count Basie & His Orchestra"
"1940","1","-","-","26","Will Bradley & His Orchestra"
"1940","1","-","-","26","Henry Busse & His Orchestra"
"1940","1","-","-","26","Shep Fields & His Rippling Rhythm Orchestra"
"1940","1","-","-","26","Harry's Tavern Band"
"1940","1","-","-","26","Horace Heidt & His Orchestra"
"1940","1","-","-","26","Ink Spots"
"1940","1","-","-","26","Gene Krupa & His Orchestra"
"1940","1","-","-","26","Vaughn Monroe & His Orchestra"
"1940","1","-","-","26","Ray Noble & His Orchestra"
"1940","1","-","-","26","Frank Novak & His Orchestra"
"1940","1","-","-","27","Andrews Sisters"
"1940","1","-","-","27","Mitchell Ayres & His Fashions in Music"
"1940","1","-","-","27","Bobby Byrne & His Orchestra"
"1940","1","-","-","27","Benny Carter & His Orchestra"
"1940","1","-","-","27","Bing Crosby"
"1940","1","-","-","27","Bing Crosby"
"1940","1","-","-","27","Eddy Duchin & His Orchestra"
"1940","1","-","-","27","Duke Ellington & His Famous Orchestra"
"1940","1","-","-","27","Ella Fitzgerald"
"1940","1","-","-","27","Ray Herbeck & His Orchestra"
"1940","1","-","-","27","Woody Herman & His Orchestra"
"1940","1","-","-","27","Richard Himber & His Orchestra"
"1940","1","-","-","28","Count Basie & His Orchestra"
"1940","1","-","-","28","Bob Crosby & His Orchestra"
"1940","1","-","-","28","Duke Ellington & His Famous Orchestra"
"1940","1","-","-","28","Tiny Hill & His Orchestra"
"1940","1","-","-","28","Earl Hines & His Orchestra"
"1940","1","-","-","28","Guy Lombardo & His Royal Canadians"
"1940","1","-","-","29","Ink Spots"
"1940","1","-","-","29","Smoothies"
"1940","1","-","-","29","Ted Straeter & His Orchestra"
"1940","1","-","-","29","Tommy Tucker & His Orchestra"
"1940","1","-","-","30","Jerry Colonna"
"1940","1","-","-","30","Benny Goodman Sextet"
"1940","1","-","-","30","Mills Brothers"
"1940","1","-","-","30","Bob Zurke & His Delta Rhythm Band & Evelyn Poe"
"1941","17","-","10","1","Jimmy Dorsey & His Orchestra (Vocal Bob Eberle & Helen O'connell)"
"1941","25","-","9","1","Glenn Miller & His Orchestra"
"1941","25","-","8","1","Freddy Martin & His Orchestra"
"1941","18","-","8","1","Sammy Kaye & His Orchestra"
"1941","24","-","4","1","Jimmy Dorsey & His Orchestra (Vocal Bob Eberle & Helen O'connell)"
"1941","18","-","6","1","Jimmy Dorsey & His Orchestra"
"1941","12","-","2","1","Jimmy Dorsey & His Orchestra"
"1941","20","-","1","1","Glenn Miller & His Orchestra"
"1941","20","-","1","1","Jimmy Dorsey & His Orchestra"
"1941","10","-","1","1","Glenn Miller & His Orchestra"
"1941","14","-","6","2","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Connie Haines & Pied Pipers)"
"1941","16","-","5","2","Charlie Barnet & His Orchestra"
"1941","13","-","3","1","Horace Heidt & His Orchestra"
"1941","18","-","2","2","Jimmy Dorsey & His Orchestra"
"1941","15","-","1","2","Bing Crosby"
"1941","13","-","1","2","Freddy Martin & His Orchestra"
"1941","12","-","2","2","Horace Heidt & His Orchestra"
"1941","9","-","1","2","Gene Krupa & His Orchestra"
"1941","10","-","1","2","Will Bradley & His Orchestra"
"1941","11","-","3","2","Gene Krupa & His Orchestra"
"1941","13","-","1","2","Bob Crosby & His Orchestra"
"1941","8","-","1","2","Wayne King & His Orchestra"
"1941","24","-","-","3","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1941","16","-","-","3","Xavier Cugat & His Waldorf-Astoria Orchestra"
"1941","10","-","2","1","Jimmy Dorsey & His Orchestra"
"1941","13","-","-","3","Horace Heidt & His Orchestra"
"1941","17","-","-","3","Glenn Miller & His Orchestra"
"1941","5","-","-","3","Glenn Miller & His Orchestra"
"1941","4","-","-","3","Kay Kyser & His Orchestra"
"1941","23","-","-","4","Tommy Dorsey & His Orchestra"
"1941","7","-","-","4","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)"
"1941","13","-","-","4","Tommy Tucker & His Orchestra"
"1941","10","-","-","4","Ink Spots"
"1941","11","-","5","1","Glenn Miller & His Orchestra"
"1941","17","-","-","5","Andrews Sisters"
"1941","18","-","-","5","Wayne King & His Orchestra"
"1941","9","-","-","4","Bing Crosby"
"1941","18","-","-","5","Harry James & His Orchestra"
"1941","14","-","1","2","Jimmy Dorsey & His Orchestra"
"1941","11","-","-","5","Tony Martin"
"1941","7","-","-","5","Woody Herman & His Orchestra"
"1941","7","-","-","5","Will Bradley & His Orchestra"
"1941","12","-","-","5","Dinah Shore"
"1941","6","-","-","5","Hal Kemp & His Orchestra"
"1941","2","-","-","5","Glenn Miller & His Orchestra"
"1941","10","-","-","6","Eddy Duchin & His Orchestra"
"1941","11","-","-","6","Bing Crosby"
"1941","12","-","-","6","Kay Kyser & His Orchestra"
"1941","15","-","2","1","Kay Kyser & His Orchestra"
"1941","14","-","2","1","Guy Lombardo & His Royal Canadians"
"1941","12","-","-","5","Bing Crosby"
"1941","11","-","1","2","Artie Shaw & His Orchestra"
"1941","11","-","4","1","Benny Goodman & His Orchestra (Vocal Louise Tobin)"
"1941","10","-","-","5","Glenn Miller & His Orchestra"
"1941","8","-","-","7","Horace Heidt & His Orchestra"
"1941","13","-","-","7","Glenn Miller & His Orchestra"
"1941","5","-","-","7","Glenn Miller & His Orchestra"
"1941","11","-","-","7","Bing Crosby"
"1941","11","-","-","7","Jimmy Dorsey & His Orchestra"
"1941","9","-","-","3","Al Donahue & His Orchestra"
"1941","13","-","1","1","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)"
"1941","5","-","-","7","Tommy Dorsey & His Orchestra"
"1941","9","-","-","7","Freddy Martin & His Orchestra"
"1941","8","-","-","7","King Sisters"
"1941","10","-","2","1","Jimmy Dorsey & His Orchestra"
"1941","5","-","-","7","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)"
"1941","18","-","-","8","Dick Jurgens & His Orchestra"
"1941","14","-","-","3","Horace Heidt & His Orchestra"
"1941","3","-","-","9","Artie Shaw & His Orchestra"
"1941","3","-","-","9","Will Bradley & His Orchestra"
"1941","10","-","-","9","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1941","7","-","-","9","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1941","5","-","-","9","Ella Fitzgerald"
"1941","5","-","-","9","Harry James & His Orchestra"
"1941","9","-","-","4","Gene Krupa & His Orchestra (Vocal Anita O'Day)"
"1941","3","-","-","9","Tony Pastor & His Orchestra"
"1941","2","-","-","9","Dinah Shore"
"1941","6","-","-","10","Artie Shaw & His Orchestra"
"1941","13","-","-","10","Jimmy Dorsey & His Orchestra"
"1941","1","-","-","10","Woody Herman & His Orchestra"
"1941","1","-","-","10","Harry James & His Orchestra"
"1941","9","-","-","10","Sammy Kaye & His Orchestra"
"1941","12","-","-","10","Gene Krupa & His Orchestra"
"1941","2","-","-","10","Artie Shaw & His Orchestra"
"1941","7","-","-","10","Artie Shaw & His Orchestra"
"1941","9","-","-","10","Dinah Shore"
"1941","6","-","-","10","Charlie Spivak & His Orchestra"
"1941","2","-","-","11","Abe Lyman & His California Orchestra"
"1941","1","-","-","11","Benny Goodman & His Orchestra (Vocal Helen Forrest)"
"1941","4","-","-","11","Glenn Miller & His Orchestra"
"1941","7","-","-","11","Duke Ellington & His Famous Orchestra"
"1941","4","-","-","11","Duke Ellington & His Famous Orchestra"
"1941","1","-","-","13","Barry Wood"
"1941","1","-","-","15","Gene Krupa & His Orchestra"
"1941","n/a","-","-",,"Bob Wills & His Texas Playboys"
"1941","1","-","-","11","Mitchell Ayres & His Fashions in Music"
"1941","2","-","-","11","Woody Herman & His Orchestra"
"1941","1","-","-","12","Gene Krupa & His Orchestra"
"1941","13","-","-","11","Jimmy Dorsey & His Orchestra"
"1941","6","-","-","8","Ink Spots"
"1941","5","-","-","6","Eddy Duchin & His Orchestra"
"1941","7","-","1","2","Eddy Duchin & His Orchestra"
"1941","1","-","-","14","Tommy Dorsey & His Orchestra (Vocal Pied Pipers)"
"1941","4","-","-","9","Sammy Kaye & His Orchestra"
"1941","1","-","-","12","Wayne King & His Orchestra"
"1941","2","-","-","12","Vaughn Monroe & His Orchestra"
"1941","1","-","-","11","Teddy Powell & His Orchestra"
"1941","7","-","-","14","Bob Crosby & His Orchestra"
"1941","8","-","-","6","Andrews Sisters"
"1941","3","-","-","13","Vaughn Monroe & His Orchestra"
"1941","5","-","-","12","Kenny Baker"
"1941","3","-","-","12","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)"
"1941","3","-","-","11","Art Jarrett & His Orchestra"
"1941","3","-","-","13","Merry Macs"
"1941","8","-","-","9","Jimmy Dorsey & His Orchestra"
"1941","3","-","-","10","Ray Noble & His Orchestra"
"1941","2","-","-","13","Alvino Rey & His Orchestra"
"1941","2","-","-","15","Bea Wain"
"1941","1","-","-","13","Metronome All-Star Band"
"1941","2","-","-","12","Toscha Seidel"
"1941","3","-","-","12","Les Brown & His Orchestra"
"1941","5","-","-","11","Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)"
"1941","15","-","-","4","Glenn Miller & His Orchestra"
"1941","6","-","-","7","Tommy Tucker & His Orchestra"
