"Year","CH","10","#","High","Artist"
"1969","16","-","2","14","The Originals"
"1969","12","-","2","14","The Joe Jeffrey Group"
"1969","14","-","1","14","Creedence Clearwater Revival"
"1969","12","-","1","14","The Bubble Puppy"
"1969","9","-","1","14","Plastic Ono Band"
"1969","20","-","2","15","The Friends Of Distinction"
"1969","15","-","2","15","The Grassroots"
"1969","15","-","2","15","Billy Joe Royal"
"1969","9","-","2","15","Gary Puckett"
"1969","9","-","1","15","James Brown"
"1969","16","-","2","16","New Colony Six"
"1969","11","-","2","16","The Electric Indian"
"1969","13","-","1","16","Jr. Walker & the All Stars"
"1969","10","-","1","16","Dionne Warwick"
"1969","14","-","3","17","Bob Seger System"
"1969","12","-","2","17","The Neon Philharmonic"
"1969","14","-","1","17","Gladys Knight & the Pips"
"1969","8","-","1","17","Aretha Franklin"
"1969","14","-","2","18","The Box Tops"
"1969","12","-","1","18","Paul Revere & The Raiders"
"1969","14","-","1","18","Lou Rawls"
"1969","13","-","1","18","Motherlode"
"1969","11","-","2","19","Classics IV"
"1969","8","-","2","19","Tommy James & The Shondells"
"1969","16","-","1","19","Tammy Wynette"
"1969","11","-","1","19","First Edition"
"1969","11","-","1","19","Gladys Knight & The Pips"
"1969","10","-","1","19","Roy Clark"
"1969","7","-","1","19","Aretha Franklin"
"1969","11","-","1","19","The Who"
"1969","12","-","2","20","Paul Revere & The Raiders"
"1969","10","-","2","20","The 5th Dimension"
"1969","10","-","2","20","The Arbors"
"1969","10","-","1","20","Jerry Butler"
"1969","9","-","1","20","Johnnie Taylor"
"1969","8","-","1","20","The Temptations"
"1969","8","-","1","20","James Brown"
"1969","10","-","1","20","Garland Green"
"1969","12","-","2","21","Crosby, Stills & Nash"
"1969","11","-","2","21","The Impressions"
"1969","11","-","2","21","Archie Bell & The Drells"
"1969","8","-","2","21","James Brown"
"1969","10","-","1","21","Peter, Paul & Mary"
"1969","8","-","1","21","Cat Mother & The All Night News Boys"
"1969","9","-","1","21","Otis Redding"
"1969","13","-","2","22","Neil Diamond"
"1969","11","-","2","22","The Clique"
"1969","11","-","2","22","Andy Williams"
"1969","11","-","1","22","Buchanan Brothers"
"1969","10","-","1","22","The Guess Who"
"1969","10","-","1","22","The Dells"
"1969","8","-","1","22","Sly & the Family Stone"
"1969","10","-","2","23","The Isley Brothers"
"1969","9","-","2","23","Bill Deal & The Rhondels"
"1969","11","-","1","23","Glen Campbell"
"1969","9","-","1","23","Wilson Pickett"
"1969","11","-","1","23","The Meters"
"1969","11","-","2","24","Frankie Laine"
"1969","12","-","1","24","Dusty Springfield"
"1969","10","-","1","24","The Grassroots"
"1969","10","-","1","24","Jerry Butler"
"1969","11","-","1","24","The Rugbys"
"1969","10","-","1","24","The Beach Boys"
"1969","8","-","1","24","The Rascals"
"1969","10","-","2","25","The Impressions"
"1969","7","-","2","25","Diana Ross & The Supremes"
"1969","12","-","2","25","Spirit"
"1969","9","-","1","25","The 5th Dimension"
"1969","14","-","2","26","The Flaming Ember"
"1969","12","-","2","26","Kenny Rogers"
"1969","11","-","2","26","Betty Everett"
"1969","8","-","2","26","Glen Campbell"
"1969","10","-","1","26","Underground Sunshine"
"1969","8","-","1","26","The Rascals"
"1969","15","-","2","27","Sir Douglas Quintet"
"1969","8","-","2","27","Ray Stevens"
"1969","10","-","1","27","Paul Anka"
"1969","8","-","1","27","Frank Sinatra"
"1969","8","-","1","27","The Rascals"
"1969","6","-","1","27","Diana Ross & The Supremes"
"1969","15","-","2","28","The Box Tops"
"1969","8","-","2","28","Aretha Franklin"
"1969","8","-","2","28","Johnny Adams"
"1969","10","-","1","28","Lawrence Reynolds"
"1969","8","-","1","28","Crosby, Stills & Nash"
"1969","8","-","1","28","Cream"
"1969","9","-","1","28","Wind"
"1969","9","-","1","28","The Grassroots"
"1969","12","-","1","29","Three Dog Night"
"1969","8","-","1","29","Tommy Roe"
"1969","19","-","1","30","Mama Cass"
"1969","8","-","1","30","Creedence Clearwater Revival"
"1969","12","-","1","30","Harlow Wilcox"
"1969","12","-","1","30","Isaac Hayes"
"1969","9","-","1","30","James Brown"
"1969","8","-","1","30","Ohio Express"
"1969","7","-","1","30","Marvin Gaye"
"1969","11","-","2","31","The Grass Roots"
"1969","9","-","2","31","Steppenwolf"
"1969","10","-","1","31","Clarence Carter"
"1969","14","-","1","31","The Intrigues"
"1969","8","-","1","31","Dusty Springfield"
"1969","6","-","1","31","Diana Ross & The Supremes"
"1969","7","-","1","31","Aretha Franklin"
"1969","14","-","2","32","The Peppermint Rainbow"
"1969","8","-","2","32","Smokey Robinson"
"1969","8","-","2","32","Mongo Santamaria"
"1969","13","-","1","32","The Illusion"
"1969","6","-","2","33","Smokey Robinson"
"1969","14","-","2","34","The Flirtations"
"1969","8","-","2","34","Bobby Vinton"
"1969","7","-","2","34","Bobby Vinton"
"1969","7","-","2","34","O.C. Smith"
"1969","7","-","2","34","Nilsson"
"1969","7","-","2","34","Tyrone Davis"
"1969","5","-","1","34","The Vogues"
"1969","8","-","1","34","The Meters"
"1969","8","-","2","35","Elvis Presley"
"1969","7","-","2","35","Elvis Presley"
"1969","6","-","2","35","Donovan"
"1969","6","-","2","35","Moms Mabley"
"1969","13","-","1","35","The Royal Guardsmen"
"1969","13","-","1","35","Vikki Carr"
"1969","10","-","1","35","Bill Deal & The Rhondels"
"1969","10","-","1","35","Dyke & The Blazers"
"1969","4","-","1","35","The Beatles"
"1969","9","-","1","35","Oliver"
"1969","7","-","1","35","Glen Campbell"
"1969","9","-","1","35","The Delfonics"
"1969","9","-","1","36","Johnnie Taylor"
"1969","10","-","1","36","The Unifics"
"1969","9","-","1","36","Mama Cass Elliot"
"1969","7","-","1","36","Donovan"
"1969","11","-","1","36","Dyke & The Blazers"
"1969","9","-","1","36","Andy Kim"
"1969","9","-","1","36","Glen Campbell"
"1969","7","-","2","37","Dionne Warwick"
"1969","7","-","2","37","Bee Gees"
"1969","8","-","2","37","The Who"
"1969","7","-","2","37","James Brown"
"1969","8","-","1","37","Isaac Hayes"
"1969","9","-","1","37","Smokey Robinson"
"1969","8","-","1","37","Booker T. & The M.G.'s"
"1969","6","-","1","37","Peggy Scott & Jo Jo Benson"
"1969","10","-","1","37","Thunderclap Newman"
"1969","10","-","2","38","Bettye Swann"
"1969","8","-","2","38","Dick Hyman"
"1969","10","-","1","38","Vik Venus"
"1969","9","-","1","38","1910 Fruitgum Co."
"1969","9","-","1","38","The Dells"
"1969","10","-","1","38","Perry Como"
"1969","7","-","1","38","Engelbert Humperdinck"
"1969","6","-","2","39","The Rascals"
"1969","10","-","1","39","Jerry Butler"
"1969","10","-","1","39","The Emotions"
"1969","10","-","1","39","Bill Deal & The Rhondels"
"1969","7","-","1","39","Stevie Wonder"
"1969","10","-","2","40","Clarence Reid"
"1969","10","-","2","40","The Delfonics"
"1969","9","-","2","40","Keith Barbour"
"1969","8","-","1","40","Jackie DeShannon"
"1969","12","-","2","41","Joe South"
"1969","9","-","2","41","Sam & Dave"
"1969","11","-","1","41","Johnny Rivers"
"1969","11","-","1","41","Brenda Lee"
"1969","9","-","1","41","Janis Joplin"
"1969","6","-","1","41","James Brown"
"1969","11","-","3","42","Engelbert Humperdinck"
"1969","8","-","2","42","The Dells"
"1969","6","-","2","42","Jr. Walker & The All Stars"
"1969","10","-","1","42","Johnny Cash"
"1969","6","-","1","42","Art Linkletter"
"1969","6","-","1","42","The Vogues"
"1969","9","-","1","43","Bobby Womack"
"1969","8","-","1","43","Dionne Warwick"
"1969","8","-","2","44","Jerry Butler"
"1969","7","-","2","44","Tony Joe White"
"1969","6","-","2","44","The Doors"
"1969","10","-","1","44","Herbie Mann"
"1969","6","-","1","44","O.C. Smith"
"1969","6","-","1","44","Red Skelton"
"1969","10","-","2","45","J.J. Jackson"
"1969","7","-","2","45","The Clique"
"1969","9","-","1","45","William Bell"
"1969","8","-","1","45","B.J. Thomas"
"1969","8","-","1","45","Dickie Goodman"
"1969","7","-","1","45","Four Tops"
"1969","7","-","1","45","Solomon Burke"
"1969","7","-","1","45","The Four Seasons"
"1969","6","-","1","45","Brooklyn Bridge"
"1969","8","-","2","46","Candi Staton"
"1969","11","-","1","46","The Goodees"
"1969","10","-","1","46","Rhinoceros"
"1969","10","-","1","46","Bobby Goldsboro"
"1969","9","-","1","46","Clarence Carter"
"1969","8","-","1","46","Brooklyn Bridge"
"1969","5","-","1","46","Diana Ross & The Supremes"
"1969","9","-","2","47","The Intruders"
"1969","8","-","2","47","Shannon"
"1969","9","-","1","47","O.C. Smith"
"1969","8","-","1","47","Joe Tex"
"1969","6","-","1","47","The Vogues"
"1969","5","-","1","47","The Vogues"
"1969","9","-","3","48","Brooklyn Bridge"
"1969","10","-","2","48","Tom Jones"
"1969","8","-","2","48","Johnnie Taylor"
"1969","6","-","2","48","Otis Redding"
"1969","11","-","1","48","Grand Funk Railroad"
"1969","7","-","1","48","Bobby Taylor & The Vancouvers"
"1969","9","-","2","49","Gloria Taylor"
"1969","7","-","2","49","The Grassroots"
"1969","11","-","1","49","Carla Thomas"
"1969","8","-","1","49","Marvin Gaye"
"1969","8","-","1","49","Thee Prophets"
"1969","7","-","1","49","Peaches & Herb"
"1969","7","-","1","49","Dennis Yost & The Classics IV"
"1969","7","-","1","49","Andy Kim"
"1969","7","-","2","50","Tim Hardin"
"1969","6","-","2","50","Wilson Pickett"
"1969","6","-","2","50","Johnny Cash"
"1969","8","-","1","50","The New Colony Six"
"1969","7","-","1","50","Paul Revere & The Raiders"
"1969","7","-","1","50","Bob Dylan"
"1969","7","-","2","51","The Turtles"
"1969","6","-","2","51","Arthur Conley"
"1969","7","-","1","51","The Foundations"
"1969","6","-","1","51","Brooklyn Bridge"
"1969","5","-","1","51","Steppenwolf"
"1969","7","-","2","52","Frankie Valli"
"1969","7","-","2","52","Spiral Starecase"
"1969","6","-","2","52","Duke Baxter"
"1969","10","-","1","52","Nancy Wilson"
"1969","9","-","1","52","Little Anthony & The Imperials"
"1969","7","-","1","52","The Soul Children"
"1969","4","-","1","52","Creedence Clearwater Revival"
"1969","7","-","3","53","Four Tops"
"1969","17","-","2","53","Evie Sands"
"1969","9","-","2","53","Bobby Goldsboro"
"1969","5","-","2","53","Deep Purple"
"1969","13","-","1","53","Tommy Roe"
"1969","8","-","1","53","The Archies"
"1969","9","-","2","54","The Peppermint Rainbow"
"1969","6","-","2","54","Bee Gees"
"1969","9","-","1","54","Tommy Leonetti"
"1969","6","-","1","54","The Winstons"
"1969","8","-","2","55","Hugh Masekela"
"1969","6","-","1","55","Sweden Heaven & Hell Soundtrack/Piero Umiliani"
"1969","6","-","1","55","Johnny Rivers"
"1969","6","-","1","55","Judy Collins"
"1969","10","-","2","56","Brian Hyland"
"1969","7","-","2","56","The Monkees"
"1969","8","-","1","56","The Hollies"
"1969","8","-","1","56","Santana"
"1969","6","-","1","56","The Steelers"
"1969","6","-","1","56","Martha Reeves & The Vandellas"
"1969","10","-","2","57","1910 Fruitgum Company"
"1969","9","-","2","57","The Doors"
"1969","4","-","2","57","Young-Holt Unlimited"
"1969","8","-","1","57","Dee Dee Warwick"
"1969","7","-","1","57","The Moments"
"1969","7","-","1","57","Shango"
"1969","7","-","2","58","The Box Tops"
"1969","6","-","2","58","Mama Cass"
"1969","10","-","1","58","Bobby Bland"
"1969","9","-","1","58","The Impressions"
"1969","8","-","1","58","Dennis Yost & The Classics IV"
"1969","7","-","1","58","Johnny Nash"
"1969","5","-","1","58","David Ruffin"
"1969","12","-","2","59","Kool And The Gang"
"1969","7","-","2","59","The Dynamics"
"1969","7","-","2","59","Archie Bell & The Drells"
"1969","9","-","1","59","The Glass House"
"1969","6","-","1","59","Wilson Pickett"
"1969","6","-","1","59","Derek"
"1969","7","-","2","60","Sly & the Family Stone"
"1969","7","-","1","60","Bobby Bland"
"1969","6","-","1","60","Johnny Cash"
"1969","5","-","1","60","Cream"
"1969","6","-","2","61","Buchanan Brothers"
"1969","6","-","2","61","Bobby Goldsboro"
"1969","10","-","1","61","B.B. King"
"1969","6","-","1","61","The Cascades"
"1969","6","-","1","61","The 4 Seasons"
"1969","6","-","1","61","The Meters"
"1969","8","-","2","62","The Honey Cone"
"1969","7","-","2","62","Jay & The Americans"
"1969","6","-","2","62","The Moments"
"1969","6","-","2","62","Frank Sinatra"
"1969","6","-","1","62","Billy Preston"
"1969","6","-","1","62","Sergio Mendes & Brasil '66"
"1969","5","-","1","62","Petula Clark"
"1969","7","-","2","63","Gladys Knight & the Pips"
"1969","7","-","2","63","Funkadelic"
"1969","6","-","2","63","Herb Alpert"
"1969","4","-","2","63","Dion"
"1969","12","-","1","63","Gary Lewis & The Playboys"
"1969","8","-","1","63","The Monkees"
"1969","7","-","1","63","Lou Rawls"
"1969","6","-","1","63","Richard Harris"
"1969","6","-","1","63","The Beach Boys"
"1969","5","-","1","63","The Friends Of Distinction"
"1969","6","-","2","64","Dusty Springfield"
"1969","6","-","1","64","Paul Anka"
"1969","6","-","1","64","The Doors"
"1969","5","-","1","64","The Lettermen"
"1969","4","-","1","64","Wilson Pickett"
"1969","10","-","2","65","Jefferson Airplane"
"1969","6","-","2","65","Clarence Carter"
"1969","7","-","1","65","The Checkmates, Ltd."
"1969","7","-","1","65","Sonny James The Southern Gentlman"
"1969","6","-","1","65","The New Colony Six"
"1969","6","-","1","65","The Byrds"
"1969","6","-","1","66","The Happenings"
"1969","5","-","1","66","Sergio Mendes & Brasil '66"
"1969","7","-","2","67","Al Wilson"
"1969","6","-","2","67","Dorsey Burnette"
"1969","5","-","2","67","The Box Tops"
"1969","5","-","2","67","Canned Heat"
"1969","4","-","2","67","Tammi Terrell"
"1969","9","-","1","67","Barbara Acklin"
"1969","6","-","1","67","Iveys"
"1969","5","-","1","67","The Arbors"
"1969","5","-","1","67","The Watts 103rd Street Rhythm Band"
"1969","6","-","2","68","The Honey Cone"
"1969","5","-","2","68","Iron Butterfly"
"1969","5","-","2","68","Vanilla Fudge"
"1969","9","-","1","68","Jefferson"
"1969","7","-","1","68","Ike & Tina Turner"
"1969","6","-","1","68","The O'Jays"
"1969","7","-","2","69","Judy Collins"
"1969","6","-","2","69","Joe Cocker"
"1969","6","-","1","69","Joe Cocker"
"1969","5","-","1","69","Willie Mitchell"
"1969","5","-","1","69","Everything Is Everything"
"1969","5","-","1","69","Diana Ross & The Supremes"
"1969","4","-","1","69","The Checkmates, Ltd."
"1969","6","-","1","70","Peter Sarstedt"
"1969","6","-","1","70","Joe Simon"
"1969","5","-","1","70","John & Anne Ryder"
"1969","5","-","1","70","Jay & The Americans"
"1969","4","-","1","70","Jose Feliciano"
"1969","7","-","2","71","Nazz"
"1969","6","-","2","71","Aretha Franklin"
"1969","5","-","2","71","Jose Feliciano"
"1969","7","-","1","71","Jerry Smith & His Pianos"
"1969","3","-","1","71","Chicago"
"1969","5","-","2","72","Joe Simon"
"1969","5","-","1","72","Otis Redding"
"1969","3","-","1","72","The Delfonics"
"1969","7","-","2","73","The Fireballs"
"1969","5","-","2","73","Little Milton"
"1969","3","-","2","73","Bee Gees"
"1969","9","-","1","73","Eddie Bo"
"1969","8","-","1","73","Maxine Brown"
"1969","7","-","1","73","Eddie Floyd"
"1969","8","-","2","74","B.B. King"
"1969","7","-","2","74","The Cowsills"
"1969","6","-","2","74","Abaco Dream"
"1969","5","-","2","74","Savoy Brown"
"1969","6","-","1","74","Brook Benton"
"1969","6","-","1","74","Charley Pride"
"1969","4","-","1","74","Peaches & Herb"
"1969","4","-","1","74","Rock & Roll Duble Bubble Trading Card Company Of Philadelphia"
"1969","3","-","1","74","John Stewart"
"1969","6","-","2","75","The T.S.U. Toronadoes"
"1969","5","-","2","75","Iron Butterfly"
"1969","4","-","2","75","Al Wilson"
"1969","4","-","2","75","Frank Sinatra"
"1969","3","-","1","75","Johnny Cash"
"1969","5","-","1","75","Tammy Wynette"
"1969","4","-","1","75","The Cowsills"
"1969","4","-","1","75","Dean Martin"
"1969","5","-","2","76","Jose Feliciano"
"1969","3","-","2","76","Aretha Franklin"
"1969","3","-","2","76","The Marvelettes"
"1969","8","-","1","76","Paul Mauriat"
"1969","8","-","1","76","Ramsey Lewis"
"1969","5","-","1","76","B.B. King"
"1969","6","-","1","77","Ray Charles"
"1969","4","-","1","77","Jeannie C. Riley"
"1969","3","-","1","77","Ella Washington"
"1969","4","-","2","78","The Turtles"
"1969","4","-","2","78","Betty Everett"
"1969","3","-","2","78","Dusty Springfield"
"1969","5","-","1","78","Herb Alpert & The Tijuana Brass"
"1969","4","-","1","78","The Fun & Games"
"1969","4","-","1","78","Judy Collins"
"1969","5","-","2","79","Etta James"
"1969","4","-","2","79","The Isley Brothers"
"1969","5","-","1","79","Mercy"
"1969","4","-","1","79","Frank Sinatra"
"1969","4","-","1","79","Vikki Carr"
"1969","3","-","1","79","Bobby Darin"
"1969","3","-","1","79","Barbara Acklin"
"1969","3","-","1","79","Joe Simon"
"1969","11","-","2","80","The Association"
"1969","4","-","2","80","Edwin Starr"
"1969","4","-","2","80","Billie Jo Spears"
"1969","7","-","1","80","Orpheus"
"1969","4","-","1","80","Paul Anka"
"1969","4","-","1","80","Led Zeppelin"
"1969","4","-","2","81","Mark Lindsay"
"1969","3","-","2","81","Ray Stevens"
"1969","4","-","1","81","Peggy Scott & Jo Jo Benson"
"1969","4","-","1","81","Tammy Wynette"
"1969","3","-","1","81","John Mayall"
"1969","2","-","1","81","The Monkees"
"1969","4","-","2","82","Marva Whitney"
"1969","3","-","2","82","Brian Hyland"
"1969","5","-","1","82","Chubby Checker"
"1969","5","-","1","82","The Monkees"
"1969","4","-","1","82","Little Anthony & The Imperials"
"1969","4","-","1","82","MC5"
"1969","5","-","2","83","John Wesley Ryles, I"
"1969","5","-","2","83","The Isley Brothers"
"1969","5","-","2","83","The Ventures"
"1969","5","-","1","83","The Chambers Brothers"
"1969","4","-","1","83","Thomas & Richard Frost"
"1969","2","-","1","83","Sir Douglas Quintet"
"1969","5","-","2","84","The Crystal Mansion"
"1969","4","-","2","84","The Impressions"
"1969","4","-","1","84","John Sebastian"
"1969","3","-","1","84","Brenda Lee"
"1969","2","-","1","84","The Mad Lads"
"1969","5","-","2","85","Bill Deal & The Rhondels"
"1969","4","-","2","85","The Smoke Ring"
"1969","5","-","1","85","Bob Dylan"
"1969","3","-","1","85","Tiny Tim"
"1969","4","-","2","86","Percy Sledge"
"1969","4","-","2","86","Barry Ryan"
"1969","2","-","2","86","Ohio Express"
"1969","6","-","1","86","Debbie Taylor"
"1969","4","-","1","86","Joan Baez"
"1969","4","-","1","86","Romeo & Juliet Soundtrack (Juliet: Olivia Hussey: Romeo: Leonard Whiting: Nurse: Pat Haywood)"
"1969","3","-","1","86","Frankie Laine"
"1969","3","-","1","86","Spanky & Our Gang"
"1969","3","-","1","86","Paul Anka"
"1969","2","-","1","86","Sagittarius"
"1969","2","-","2","87","Strawberry Alarm Clock"
"1969","4","-","1","87","Henry Mancini, His Orchestra & Chorus"
"1969","4","-","1","87","Archie Bell & The Drells"
"1969","3","-","1","87","Joe Simon"
"1969","1","-","1","87","Jose Feliciano"
"1969","3","-","2","88","The Five Stairsteps"
"1969","3","-","2","88","Joe Tex"
"1969","2","-","2","88","The Baskerville Hounds"
"1969","6","-","1","88","Chi-Lites"
"1969","4","-","1","88","Booker T. & The M.G.'s"
"1969","4","-","2","89","Sly & The Family Stone"
"1969","4","-","2","89","Johnny Rivers"
"1969","2","-","2","89","Blackwell"
"1969","3","-","1","89","Petula Clark"
"1969","2","-","1","89","Johnny Adams"
"1969","5","-","2","90","Brian Hyland"
"1969","3","-","1","90","The Moments"
"1969","2","-","1","90","Simon Stokes"
"1969","2","-","1","90","Mason Williams"
"1969","4","-","3","91","The Moody Blues"
"1969","3","-","2","91","Orpheus"
"1969","2","-","2","91","Dion"
"1969","2","-","2","91","The Lovin' Spoonful"
"1969","2","-","2","91","The Maskman And The Agents"
"1969","2","-","2","91","Dusty Springfield"
"1969","5","-","1","91","The Esquires"
"1969","5","-","1","91","Charley Pride"
"1969","4","-","1","91","Connie Francis"
"1969","3","-","1","91","Quicksilver Messenger Service"
"1969","3","-","1","91","Bobby Bland"
"1969","2","-","1","91","The Turtles"
"1969","4","-","2","92","Porter Wagoner"
"1969","4","-","2","92","Tompall & The Glaser Brothers"
"1969","4","-","2","92","Sonny James"
"1969","2","-","2","92","The Chambers Brothers"
"1969","2","-","2","92","Bobby Vee"
"1969","4","-","1","92","The Dells"
"1969","4","-","1","92","Ed Ames"
"1969","3","-","1","92","Ola & The Janglers"
"1969","3","-","1","92","Wilson Pickett"
"1969","3","-","1","92","Sam & Dave"
"1969","3","-","1","92","The Vogues"
"1969","2","-","1","92","The New Establishment"
"1969","2","-","1","92","Blinky & Edwin Starr"
"1969","4","-","2","93","Percy Sledge"
"1969","2","-","2","93","Waylon Jennings"
"1969","2","-","2","93","Ike & Tina Turner"
"1969","3","-","1","93","Cliff Nobles"
"1969","2","-","1","93","Ronnie Dove"
"1969","2","-","1","93","Burt Bacharach"
"1969","2","-","1","93","Bobby Womack"
"1969","1","-","1","93","Petula Clark"
"1969","4","-","1","94","Nina Simone"
"1969","3","-","1","94","Joe Tex"
"1969","3","-","1","94","Chi-Lites"
"1969","3","-","1","94","Billy Stewart"
"1969","3","-","1","94","Archie Bell & The Drells"
"1969","2","-","1","94","Ray Charles"
"1969","2","-","1","94","The Delfonics"
"1969","2","-","1","94","Sonny James"
"1969","2","-","1","94","100 Proof (Aged In Soul)"
"1969","4","-","2","95","Bobby Hatfield"
"1969","2","-","2","95","Dickie Goodman"
"1969","2","-","2","95","Herbie Mann"
"1969","2","-","2","95","Brother Jack McDuff"
"1969","3","-","1","95","Lee Dorsey"
"1969","3","-","1","95","Eddie Lovette"
"1969","2","-","1","95","4 Seasons"
"1969","2","-","1","95","Sergio Mendes & Brasil '66"
"1969","1","-","1","95","Nick DeCaro"
"1969","1","-","1","95","The Electric Indian"
"1969","1","-","1","95","Maskman & The Agents"
"1969","1","-","1","95","Dorothy Morrison"
"1969","2","-","2","96","Ruby Andrews"
"1969","2","-","2","96","Betty Everett"
"1969","3","-","1","96","Johnny Mathis"
"1969","2","-","1","96","Iron Butterfly"
"1969","2","-","1","96","Mongo Santamaria"
"1969","1","-","1","96","The Banana Splits"
"1969","1","-","1","96","Rita Coolidge"
"1969","1","-","1","96","Ohio Express"
"1969","1","-","1","96","Joe South"
"1969","3","-","2","97","Jimmy Clanton"
"1969","3","-","1","97","B.J. Thomas"
"1969","3","-","1","97","Steve Greenberg"
"1969","3","-","1","97","Al Martino"
"1969","3","-","1","97","Nancy Sinatra"
"1969","2","-","1","97","Grand Funk Railroad"
"1969","2","-","1","97","Arlo Guthrie"
"1969","2","-","1","97","Little Milton"
"1969","2","-","1","97","Manfred Mann"
"1969","2","-","1","97","The Unifics"
"1969","2","-","1","97","Ruby Winters"
"1969","1","-","1","97","Earth Opera"
"1969","1","-","1","97","The Marvelettes"
"1969","1","-","1","97","Bob Seger System"
"1969","1","-","1","97","Spanky & Our Gang"
"1969","2","-","2","98","Eddie Floyd"
"1969","2","-","2","98","Nancy Sinatra"
"1969","2","-","2","98","Nancy Sinatra"
"1969","2","-","2","98","Gloria Walker"
"1969","2","-","1","98","The Dells"
"1969","2","-","1","98","Ike & Tina Turner"
"1969","1","-","1","98","4 Seasons"
"1969","3","-","2","99","Al Martino"
"1969","2","-","2","99","Ohio Express"
"1969","2","-","2","99","Ruby Winters"
"1969","2","-","1","99","The Foundations"
"1969","2","-","1","99","Roger Williams"
"1969","1","-","1","99","Mason Williams"
"1969","2","-","2","100","Pat Boone"
"1969","1","-","1","100","A.B. Skhy"
"1969","1","-","1","100","The Easybeats"
"1969","1","-","1","100","Buddy Miles"
"1969","1","-","1","100","Buck Owens"
"1970","14","10","6","1","Simon & Garfunkel"
"1970","16","11","5","1","Jackson 5"
"1970","22","13","4","1","B.J. Thomas"
"1970","17","11","4","1","Carpenters"
"1970","14","10","4","1","George Harrison"
"1970","19","11","3","1","The Partridge Family"
"1970","14","9","3","1","Diana Ross"
"1970","15","8","3","1","The Guess Who"
"1970","15","8","3","1","Edwin Starr"
"1970","14","11","2","1","The Beatles"
"1970","16","10","2","1","Smokey Robinson"
"1970","15","9","2","1","Three Dog Night"
"1970","13","9","2","1","The Jackson 5"
"1970","13","9","2","1","The Jackson 5"
"1970","13","7","2","1","Sly & The Family Stone"
"1970","15","6","2","1","Ray Stevens"
"1970","10","6","2","1","The Beatles"
"1970","17","10","1","1","Bread"
"1970","19","9","1","1","The Jackson 5"
"1970","14","9","1","1","The Shocking Blue"
"1970","15","7","1","1","Neil Diamond"
"1970","17","9","4","2","Carpenters"
"1970","19","10","2","2","The 5th Dimension"
"1970","17","5","2","2","The Poppy Family"
"1970","10","5","2","2","Creedence Clearwater Revival"
"1970","13","7","1","2","Creedence Clearwater Revival"
"1970","14","6","1","2","Eddie Holman"
"1970","13","6","1","2","The Jaggerz"
"1970","12","5","1","2","The Ides Of March"
"1970","15","9","3","3","The Temptations"
"1970","16","8","3","3","James Taylor"
"1970","15","8","3","3","Norman Greenbaum"
"1970","13","8","3","3","John Ono Lennon"
"1970","20","8","2","3","Brian Hyland"
"1970","18","8","2","3","Dawn"
"1970","17","8","2","3","Sugarloaf"
"1970","14","6","2","3","Stevie Wonder"
"1970","15","5","2","3","The Moments"
"1970","20","8","1","3","Freda Payne"
"1970","21","7","1","3","Eric Burdon & War"
"1970","13","6","1","3","Tyrone Davis"
"1970","13","6","1","3","Mungo Jerry"
"1970","15","4","1","3","Chairmen Of The Board"
"1970","14","6","2","4","Clarence Carter"
"1970","20","5","2","4","Rare Earth"
"1970","14","5","2","4","Brook Benton"
"1970","15","7","1","4","Led Zeppelin"
"1970","16","6","1","4","Free"
"1970","15","5","1","4","Blues Image"
"1970","13","5","1","4","Simon & Garfunkel"
"1970","12","5","1","4","Chicago"
"1970","11","5","1","4","Creedence Clearwater Revival"
"1970","13","7","3","5","Edison Lighthouse"
"1970","15","6","3","5","Bobby Sherman"
"1970","15","6","2","5","R. Dean Taylor"
"1970","22","4","2","5","Vanity Fare"
"1970","11","3","2","5","Tom Jones"
"1970","14","4","1","5","The Guess Who"
"1970","12","3","1","5","The Tee Set"
"1970","13","4","2","6","The Friends Of Distinction"
"1970","17","6","1","6","Melanie"
"1970","11","4","1","6","Dionne Warwick"
"1970","13","3","1","6","Elvis Presley"
"1970","12","4","3","7","Joe Cocker"
"1970","15","6","2","7","Badfinger"
"1970","14","5","2","7","The Supremes"
"1970","18","4","2","7","The Hollies"
"1970","13","2","2","7","Frijid Pink"
"1970","14","4","1","7","Alive & Kicking"
"1970","14","3","1","7","Rare Earth"
"1970","11","3","1","7","The Temptations"
"1970","16","4","2","8","The Five Stairsteps"
"1970","12","4","2","8","Badfinger"
"1970","16","2","2","8","Anne Murray"
"1970","14","2","2","8","100 Proof (Aged In Soul)"
"1970","14","2","2","8","Ronnie Dyson"
"1970","14","3","1","8","Tommy Roe"
"1970","16","2","1","8","Bobby Bloom"
"1970","12","3","3","9","Elvis Presley"
"1970","14","3","2","9","The Kinks"
"1970","14","2","2","9","Chicago"
"1970","11","2","2","9","Stevie Wonder"
"1970","14","2","1","9","Bobby Sherman"
"1970","13","2","1","9","Santana"
"1970","11","2","1","9","Bobby Sherman"
"1970","13","1","1","9","B.J. Thomas"
"1970","12","1","1","9","The Pipkins"
"1970","15","3","3","10","The Marmalade"
"1970","10","2","2","10","The Guess Who"
"1970","16","1","1","10","Mark Lindsay"
"1970","15","1","1","10","Ferrante & Teicher"
"1970","14","1","1","10","The Delfonics"
"1970","13","1","1","10","The Archies"
"1970","11","1","1","10","The Supremes"
"1970","12","1","1","10","Glen Campbell"
"1970","11","1","1","10","Bread"
