"Artist","sum"
"Elton John",419.027610069022
"Bee Gees",408.2660995278
"Carpenters",366.760452642706
"Chicago",362.335075401981
"Stevie Wonder",319.486007742258
"John Denver",292.973102630635
"James Brown",289.477675424599
"Elvis Presley",285.152858118155
"Diana Ross",283.26959255396
"Helen Reddy",282.660064726427
"Earth, Wind & Fire",277.780842110063
"Olivia Newton-John",276.19505025445
"Gladys Knight & The Pips",272.896674158816
"Neil Diamond",269.116881452202
"Barry Manilow",263.550464967448
"Three Dog Night",258.000330873976
"Eagles",255.10850230982
"Donna Summer",253.240309209091
"Linda Ronstadt",252.188829543374
"Rod Stewart",240.982280250431
"Al Green",238.641613869687
"Electric Light Orchestra",236.57580022594
"Wings",232.20190571578
"Commodores",231.349438688247
"Aretha Franklin",229.135843131372
"Barbra Streisand",225.269528471194
"The Doobie Brothers",222.395771393715
"The Stylistics",219.023751598909
"The Temptations",216.754357985167
"Anne Murray",203.472713727599
"Spinners",202.602299131288
"Carly Simon",200.547657641842
"ABBA",196.579648645486
"Smokey Robinson",193.763294967391
"The O'Jays",192.815567243528
"Marvin Gaye",192.035303206798
"Glen Campbell",190.304734302157
"Dr. Hook",190.270778824286
"War",188.888651626152
"The Rolling Stones",187.377487747946
"Alice Cooper",186.953974641633
"James Taylor",180.464084832914
"The 5th Dimension",179.773327241051
"Jackson 5",179.00599166915
"The Guess Who",176.788118924775
"Bread",174.403408162232
"America",174.280037716767
"Barry White",173.872045768241
"B.J. Thomas",173.269152762878
"The Isley Brothers",173.006227449235
"Ohio Players",172.195370736231
"Kenny Rogers",171.780509152865
"Roberta Flack",168.513103942032
"Seals & Crofts",162.677957105216
"Cat Stevens",161.233078389677
"The Chi-Lites",159.441886541989
"Fleetwood Mac",157.988287005392
"Styx",157.729082936641
"Cher",156.876101605141
"Joe Simon",156.767449115978
"Paul Anka",154.733841284502
"Andy Gibb",154.732171548634
"Captain & Tennille",154.63134841134
"Donny Osmond",153.825237933945
"Eddie Kendricks",152.892919695002
"Billy Joel",152.520249327269
"Foreigner",151.119085816145
"Steely Dan",150.457060790308
"KISS",149.465481268639
"Paul Simon",149.207002652079
"The Osmonds",148.231146389842
"Ringo Starr",147.20547480275
"Tavares",147.09404226368
"Eric Clapton",146.049412724956
"Lobo",145.571614627482
"Jim Croce",145.253112032708
"Daryl Hall & John Oates",145.062607882985
"Dawn",144.235864279361
"Billy Preston",143.639019243427
"Steve Miller Band",142.454241380347
"Johnnie Taylor",139.77598188231
"The Staple Singers",138.796067737166
"Paul Davis",137.965880042095
"Carole King",137.206176686367
"K.C & The Sunshine Band",136.749066964214
"Bob Seger",136.055503825882
"Four Tops",135.078614768147
"Kool & The Gang",134.414025413134
"Queen",133.381465562529
"Chic",131.676837442443
"Atlanta Rhythm Section",130.642998501067
"Bill Withers",129.503494039045
"Gordon Lightfoot",129.435156153029
"Charlie Rich",129.176144432645
"Little River Band",128.388748079877
"Michael Jackson",128.32738115883
"Mac Davis",127.966972961319
"The Supremes",126.494703063037
"B.B. King",126.480147403595
"England Dan & John Ford Coley",125.710076900325
"Heart",125.319285990044
"George Harrison",124.893000799099
"David Bowie",124.226658397009
"The Who",123.916874318978
"Joe Cocker",121.445648010611
"Ray Stevens",120.071679085485
"Rufus",119.876762768965
"Paul McCartney",119.457202927791
"Peter Frampton",118.311691831204
"Bachman-Turner Overdrive",117.509325455171
"Aerosmith",115.977539678954
"Natalie Cole",115.421683337892
"Neil Sedaka",113.740237051558
"Harold Melvin & The Blue Notes",112.821615911969
"Bay City Rollers",112.671226268285
"Leo Sayer",109.122606820817
"Tom Jones",108.909462277132
"The Grass Roots",106.331023645799
"Santana",105.930704982059
"Sweet",105.721580076176
"The Main Ingredient",105.43697311529
"Sly & The Family Stone",105.141174805664
"Grand Funk",105.019106280716
"Pointer Sisters",104.864358301942
"Rare Earth",103.901268188827
"The Partridge Family",102.768477448808
"Pablo Cruise",102.48013799154
"Bad Company",101.880148818374
"Tony Orlando & Dawn",101.460969246007
"Tyrone Davis",101.219558476815
"Johnny Rivers",101.061212046093
"Gilbert O'Sullivan",100.902906990753
"Frankie Valli",100.708606174379
"The Sylvers",100.538411725647
"Jefferson Starship",99.9681625806888
"Engelbert Humperdinck",99.0540522715335
"Melanie",98.521106918627
"Yvonne Elliman",97.9905854054625
"Rita Coolidge",97.8870364562625
"Jim Stafford",97.8323939853443
"Nilsson",97.4753453781214
"Firefall",96.9797058181976
"Hot Chocolate",96.0888244017428
"Bobby Womack",95.9129718593728
"Boz Scaggs",95.6611866702569
"Isaac Hayes",95.2450010863521
"Curtis Mayfield",95.0566567210918
"The Beach Boys",93.9966268208525
"The Hollies",93.0199554597447
"Bob Dylan",92.5713568944096
"The Manhattans",91.6199920362745
"Wilson Pickett",91.4833225250554
"Bobby Vinton",90.9110509640756
"John Lennon",90.5125403360409
"The Jackson 5",89.832995951417
"10cc",89.617868499202
"Creedence Clearwater Revival",89.463881299579
"Ike & Tina Turner",89.2903880443977
"Kansas",89.1807222668636
"Eric Carmen",89.0453587707522
"Bobby Sherman",88.3579657571037
"Led Zeppelin",88.3080618443432
"Candi Staton",88.2645222994975
"The Emotions",87.3149027606257
"Village People",87.1968376068376
"Melissa Manchester",86.2547442012601
"Freddy Fender",85.7200036638206
"Shaun Cassidy",84.9831238653819
"Crystal Gayle",84.5135961065539
"Dionne Warwick",84.111276859415
"Supertramp",84.0190476190476
"Donna Fargo",83.694837591605
"Bette Midler",83.6947847560077
"Rose Royce",83.3745796953118
"Grand Funk Railroad",83.3404245895932
"Kris Kristofferson",83.2202991960052
"Jimmy Buffett",82.7192826880327
"The Moody Blues",81.4701849888367
"Dolly Parton",81.1501366200674
"Lou Rawls",81.0622236992883
"George Benson",80.830403767635
"Hamilton, Joe Frank & Reynolds",80.4726225522536
"Joni Mitchell",79.9754429455449
"Jackson Browne",79.9644697370566
"Simon & Garfunkel",79.8737355654784
"Gloria Gaynor",79.176614201236
"Gerry Rafferty",78.8088235294118
"Leif Garrett",78.3776823168189
"Boston",77.7702689574396
"The Dramatics",77.4404956627686
"Van Morrison",77.2278702706195
"Ray Charles",77.21677236943
"Neil Young",76.9810373559817
"Donny & Marie Osmond",75.9229608111187
"Albert Hammond",75.5007713785754
"The Beatles",75.4796996263294
"Tommy James",74.0823627966255
"Lynyrd Skynyrd",73.9912118578191
"Player",73.5546366575304
"The Dells",73.2739810495064
"Raspberries",72.3897351489485
"Heatwave",71.6157796451914
"Gary Wright",71.1422052645312
"Jacksons",71.031376031376
"Jerry Reed",71.0096120830466
"Todd Rundgren",70.4886881578929
"Peaches & Herb",70.4784321475626
"The Four Seasons",70.4305892937472
"Orleans",70.4220439691028
"Harry Chapin",70.3166943609906
"Foghat",70.3034298278909
"Tower Of Power",70.236974362616
"Kenny Loggins",69.9975586429075
"Clarence Carter",68.9741049591203
"Eddie Money",68.2333192170149
"The New Seekers",68.2286260156613
"B.T. Express",68.1181642424365
"Freda Payne",67.6680186480186
"The Cars",67.322854561879
"Jerry Butler",67.273607599657
"Millie Jackson",67.2431457375629
"The Moments",67.1755999602638
"Brownsville Station",67.1386496827951
"Cheech & Chong",66.9106858137346
"Wet Willie",66.7715665542428
"Judy Collins",66.3829146730463
"Chairmen Of The Board",66.2735521986191
"Badfinger",66.148033126294
"Bob Welch",65.7662992176272
"Cornelius Brothers & Sister Rose",65.3507632244045
"The Trammps",65.3261160005264
"The Kinks",64.504209752351
"Love Unlimited Orchestra",64.3547184025125
"David Gates",64.3170359501101
"Johnny Nash",64.1569264069264
"Maxine Nightingale",63.6253475226719
"Don McLean",62.9960391802643
