"Artist","sum"
"Elvis Presley",753.423850676671
"Perry Como",681.599710693542
"Pat Boone",641.716903854675
"Patti Page",633.374058574272
"Eddie Fisher",560.609892342816
"Frank Sinatra",462.141415339033
"Fats Domino",426.025758853862
"Four Aces",412.805359320472
"The Platters",381.892417291407
"Nat King Cole",362.060574703483
"Tony Bennett",343.403405224953
"Les Paul & Mary Ford",318.770058158216
"Kay Starr",313.940220400146
"Jo Stafford",295.170948100013
"Frankie Laine",294.418154602831
"Johnny Mathis",291.034822472488
"Ricky Nelson",287.704936230158
"Teresa Brewer",286.12266423321
"Doris Day",280.01691406598
"Guy Mitchell",268.096032030637
"Bill Haley & His Comets",262.781349163408
"Georgia Gibbs",248.822402944572
"Joni James",246.306022372489
"The Four Lads",245.298225528861
"The McGuire Sisters",239.550250229048
"Rosemary Clooney",238.678650547393
"The Everly Brothers",229.651576609665
"The Ames Brothers",216.424946733334
"Ray Anthony",214.824953170754
"Les Baxter & His Orchestra",211.072528860029
"Sarah Vaughan",207.743026329124
"Ames Brothers",207.463315445542
"Vic Damone",206.036099771487
"Dean Martin",204.128588494905
"The Diamonds",202.710567011437
"Little Richard",201.684979039109
"Jimmie Rodgers",197.798312861501
"Paul Anka",195.271192991701
"Fontane Sisters",194.757532648925
"Guy Lombardo & His Royal Canadians",194.264451999906
"Andy Williams",188.341799649153
"Tony Martin",187.801428008088
"Bing Crosby",186.900493092279
"Chuck Berry",184.272070031733
"Connie Francis",179.218256367105
"Frankie Avalon",161.547185714056
"Sam Cooke",161.425677310793
"Gale Storm",160.512053651967
"Billy Vaughn & His Orchestra",158.501905607803
"Johnny Cash",154.505627616091
"Eddy Howard & His Orchestra",153.547967772968
"The Coasters",148.930334169305
"Roger Williams",146.238334775727
"Johnnie Ray",145.959269598005
"Don Cornell",141.885742135409
"Dinah Shore",139.384657443317
"The Chordettes",135.042101622948
"Tennessee Ernie Ford",131.838761292637
"Clyde McPhatter",131.399957955763
"Mills Brothers",131.09318488529
"Tommy Edwards",130.951132993372
"Lloyd Price",130.64002407883
"Nat King Cole (Nelson Riddle & His Orchestra)",127.5
"Rusty Draper",126.996696207357
"Marty Robbins",124.61038651178
"The Crew-Cuts",120.771071093675
"Mario Lanza",119.868462917165
"Ralph Flanagan & His Orchestra",117.189124709713
"Harry Belafonte",115.132929292929
"Bobby Darin",114.945555820169
"Jaye P. Morgan",113.90837158474
"Hugo Winterhalter & His Orchestra",112.633133755251
"Hilltoppers",111
"Les Paul",107.96944197969
"LaVern Baker",107.168144504323
"Duane Eddy",106.768628005308
"Al Hibbler",101.240454892171
"Don Cherry",98.7529404120783
"Jack Scott",97.375074770984
"Mitch Miller & His Orchestra",97.1729684200574
"Jerry Lee Lewis",95.6319132311272
"The Hilltoppers",94.9253745853157
"Billy Eckstine",91.6712881702584
"George Hamilton IV",90.9420134348074
"Brook Benton",89.967566950237
"Johnny Desmond",88.3694709709144
"Fabian",87.2264917651458
"Jackie Wilson",86.9090820687595
"Tab Hunter",85.390241516028
"Steve Lawrence",84.8884117749359
"Perez Prado & His Orchestra",84.8645590754826
"Tommy Sands",84.7361537394034
"Sammy Kaye & His Orchestra",84.6152272727273
"Gaylords",83
"Vaughn Monroe & His Orchestra",82.1869047619048
"Buddy Knox",81.9929845126456
"Bobby Helms",81.9348654244306
"Weavers (Gordon Jenkins & His Orchestra)",81.75
"Kitty Kallen",81.1270342144955
"Jim Lowe",80.1582374989352
"Johnnie Ray & Four Lads",79
"Julius LaRosa",78.8503245929927
"Nat King Cole (Les Baxter & His Orchestra)",78.1533613445378
"Ralph Marterie & His Orchestra",77.8190865384615
"The Four Preps",77.6878652671856
"Roy Hamilton",76.3544518205808
"Don Gibson",76.2456693108737
"Chuck Willis",75.5651336014608
"Stan Freberg",75.4223648969651
"Betty Johnson",73.8179736371117
"Conway Twitty",73.5099043028409
"Gogi Grant",72.7909428537023
"Bill Doggett",72.1222644066463
"Dion & The Belmonts",72.0451180878722
"The Kingston Trio",71.9387755102041
"The Crickets",71.8040110366682
"The Four Coins",71.2814952662514
"David Seville",71.097503105553
"Perry Como & Fontane Sisters",70.1347744360902
"Sammy Davis Jr.",67.881089109715
"Peggy Lee",67.2757021380234
"Andrews Sisters",67.1497326203209
"Ritchie Valens",66.4643233578016
"Jane Morgan",66.3863704353723
"Nelson Riddle & His Orchestra",65.9633510167993
"Louis Armstrong",65.220197044335
"Jimmy Dorsey",64.7974481658692
"Mantovani & His Orchestra",64.2833333333333
"Buddy Holly",64.2496679531741
"The Playmates",63.3685927229545
"The Drifters",62.8559487137854
"Mitch Miller Orchestra & Chorus",62.4710526315789
"Jerry Vale",62.2373015873016
"Leroy Anderson & His Pops Concert Orchestra",62.0833333333333
"The Fleetwoods",61.5375457875458
"Paul Weston & His Orchestra",60.9437030075188
"The Crests",60.939065154255
"Eydie Gorme",60.2491177400722
"Eddie Cochran",59.5093027933619
"Lawrence Welk",59.2457224556489
"June Valli",59.0859075866587
"Mindy Carson",58.4568694328239
"Gary Crosby & Friend (Bing Crosby)",57.8630952380952
"Larry Williams",56.6890959282264
"Billy Ward & His Dominoes",56.2284382284382
"Eileen Barton",56.04
"Vera Lynn",56.0285984848485
"The Dell-Vikings",55.2643369175627
"Gordon Jenkins & His Orchestra",55.1037037037037
"Crew-Cuts",55
"Jimmy Clanton",54.9072248803828
"Patience & Prudence",54.8455168119552
"Red Foley",54.3996212121212
"Gene Vincent & His Blue Caps",54.1363125099538
"Bobby Day",53.8447565875587
"Dick Jacobs",52.3108643932087
"Percy Faith & His Orchestra",52.2963875205254
"Billy Williams",51.3553069619037
"Weavers",51.2714867978026
"Danny & The Juniors",50.8451898978215
"Russ Morgan & His Orchestra",50.5279761904762
"Gisele MacKenzie",49.6300751879699
"Cathy Carr",49.5784174366264
"Joe Fingers Carr",49.3383458646617
"Four Knights",48.6863354037267
"Somethin' Smith & The Redheads",48.6833506676128
"Toni Arden",48.3761904761905
"Johnny Horton",48.2398589065256
"Nat King Cole & The Four Knights",48.2351190476191
"The Champs",47.8837278012919
"Johnny & The Hurricanes",47.856368286445
